Concert ID,Date,Venue,City,State,Artists,Has Setlist
577,2014-05-23,Jones Beach Theater,Wantagh,NY,Barry Gibb (headliner),True
578,2014-06-10,Radio City Music Hall,New York,NY,"Willie Nelson (festival_performer), Alison Krauss (festival_performer), Kacey Musgraves (festival_performer)",True
579,2014-06-19,The Town Hall,New York,NY,Paul Rodgers Royal Sessions Live (headliner),False
58,1998-02-16,Nassau Coliseum,Uniondale,NY,Billy Joel (headliner),True
580,2014-06-21,Madison Square Garden,New York,NY,Billy Joel (headliner),True
581,2014-06-25,Jones Beach Theater,Wantagh,NY,Lionel Richie (headliner),True
582,2014-06-29,Tappan Park,Staten Island,NY,"Rockland Bergen: Willie Nile (festival_performer), Joe D'Urso (festival_performer), Jesse Malin (festival_performer), John Eddie (festival_performer)",False
583,2014-07-02,Madison Square Garden,New York,NY,Billy Joel (headliner),True
584,2014-07-03,Ridgefield Playhouse,Ridgefield,CT,"John Hiatt (festival_performer), Robert Cray Band (festival_performer)",False
585,2014-07-05,MVP Arena,Albany,NY,Paul McCartney (headliner),True
586,2014-07-10,Jones Beach Theater,Wantagh,NY,"Aerosmith (festival_performer), Slash (festival_performer)",True
587,2014-07-17,Madison Square Garden,New York,NY,Queen + Adam Lambert (headliner),True
588,2014-07-21,Highline Ballroom,New York,NY,Keith Urban (headliner),True
589,2014-08-05,Jones Beach Theater,Wantagh,NY,"John Fogerty (festival_performer), Jackson Browne (festival_performer)",True
59,1998-03-21,Beacon Theatre,New York,NY,Allman Brothers Band (headliner),True
590,2014-08-06,Jones Beach Theater,Wantagh,NY,"KISS (festival_performer), Def Leppard (festival_performer)",True
591,2014-08-16,The Meadowlands,East Rutherford,NJ,Keith Urban (headliner),True
592,2014-08-21,Jones Beach Theater,Wantagh,NY,"Jimmy Buffett (festival_performer), Coral Reefer Band (festival_performer)",False
593,2014-08-23,Beacon Theatre,New York,NY,Lyle Lovett (headliner),False
594,2014-09-10,Madison Square Garden,New York,NY,"Tom Petty & the Heartbreakers (headliner), Steve Winwood (opener)",True
595,2014-09-13,XL Center,Hartford,CT,"Tom Petty & the Heartbreakers (headliner), Steve Winwood (opener)",True
596,2014-09-14,Barclays Center,Brooklyn,NY,Luke Bryan (headliner),True
597,2014-09-17,Madison Square Garden,New York,NY,Billy Joel (headliner),True
598,2014-09-18,Madison Square Garden,New York,NY,The Eagles (headliner),True
599,2014-09-21,Tarrytown Music Hall,Tarrytown,NY,"John Hiatt (festival_performer), Rick Brantley (festival_performer)",False
6,1994-08-14,Giants Stadium,East Rutherford,NJ,"The Rolling Stones (headliner), Counting Crows (opener)",True
60,1998-04-18,Madison Square Garden,New York,NY,Eric Clapton (headliner),True
600,2014-09-25,Palladium Times Square,New York,NY,"Kip Moore, Sam Hunt (festival_performer), Charlie Worshem (festival_performer)",False
601,2014-09-26,Capitol Theatre,Port Chester,NY,"Steve Earle (festival_performer), Shawn Colvin (festival_performer)",False
602,2014-10-07,Madison Square Garden,New York,NY,Fleetwood Mac (headliner),True
603,2014-10-09,Today Show Plaza at Rockefeller Center,New York,NY,Fleetwood Mac (headliner),True
604,2014-10-13,City Winery,New York,NY,John Hiatt (headliner),True
605,2014-10-17,Madison Square Garden,New York,NY,"Eric Church (festival_performer), Dwight Yoakam (festival_performer)",True
606,2014-11-05,The Theater at Madison Square Garden,New York,NY,Bruce Springsteen: Stand Up For Heroes (headliner),False
607,2014-11-14,Palladium Times Square,New York,NY,Chris Young (headliner),True
608,2014-11-25,Madison Square Garden,New York,NY,Billy Joel (headliner),True
609,2014-12-01,Times Square,New York,NY,"Bruce Springsteen with U2 (festival_performer), Carrie Underwood (festival_performer), Chris Martin (festival_performer), Kanye West (festival_performer)",True
61,1998-05-13,Turning Point,Piermont,NY,Richie Havens (headliner),False
610,2014-12-05,Madison Square Garden,New York,NY,James Taylor (headliner),True
611,2014-12-18,Madison Square Garden,New York,NY,Billy Joel (headliner),True
612,2014-12-19,Madison Square Garden,New York,NY,Bob Seger (headliner),True
613,2014-12-31,Barclays Center,Brooklyn,NY,Elton John (headliner),True
614,2015-04-03,Madison Square Garden,New York,NY,Billy Joel (headliner),True
615,2015-04-07,Le Poisson Rouge,New York,NY,Mumford & Sons (festival_performer),True
616,2015-04-10,SubCulture,New York,NY,Lee DeWyze (headliner),False
617,2015-04-21,Carnegie Hall,New York,NY,John Mellencamp (headliner),True
618,2015-04-24,Capitol Theatre,Port Chester,NY,Steve Winwood (headliner),True
619,2015-04-25,Mohegan Sun Arena,Uncasville,CT,Kenny Chesney with Chase Rice (headliner),False
62,1998-05-15,Fleet Center,Boston,MA,Elton John (headliner),True
620,2015-04-30,Capitol Theatre,Port Chester,NY,"John Hiatt (festival_performer), Lyle Lovett (festival_performer)",True
621,2015-05-02,Prudential Center,Newark,NJ,Eric Church (headliner),True
622,2015-05-03,Madison Square Garden,New York,NY,Eric Clapton (70th Birthday bash) (headliner),True
623,2015-05-17,Ossining Public Library,Ossining,NY,Willie Nile (headliner),False
624,2015-05-26,Barclays Center,Brooklyn,NY,"The Who (festival_performer), Joan Jett (festival_performer)",True
625,2015-05-28,Madison Square Garden,New York,NY,Billy Joel (headliner),True
626,2015-05-29,Jones Beach Theater,Wantagh,NY,Lady Antebellum with Hunter Hayes and Sam Hunt (headliner),False
627,2015-06-06,Bowery,New York,NY,Will Hoge (headliner),True
628,2015-06-17,Radio City Music Hall,New York,NY,"Amos Lee (festival_performer), David Gray (festival_performer)",True
629,2015-06-20,Madison Square Garden,New York,NY,Billy Joel (headliner),True
63,1998-05-16,Fleet Center,Boston,MA,Elton John (headliner),True
630,2015-06-22,Beacon Theatre,New York,NY,Bryan Adams (headliner),True
631,2015-06-24,Radio City Music Hall,New York,NY,John Fogerty (headliner),True
632,2015-06-27,Stone Pony,Asbury Park,NJ,Jesse Malin (headliner),False
633,2015-06-29,Madison Square Garden,New York,NY,Rush (headliner),True
634,2015-06-30,Madison Square Garden,New York,NY,Shania Twain (headliner),True
635,2015-07-01,Madison Square Garden,New York,NY,Billy Joel (headliner),True
636,2015-07-18,Madison Square Garden,New York,NY,U2 (headliner),True
637,2015-07-22,Madison Square Garden,New York,NY,U2 (headliner),True
638,2015-07-23,Madison Square Garden,New York,NY,U2 (headliner),True
639,2016-07-25,The Meadowlands,East Rutherford,NJ,Brad Paisley with Justin Moore (headliner),False
64,1998-05-22,Madison Square Garden,New York,NY,Van Halen 3 (Cherone) / Creed (headliner),False
640,2015-08-04,Nassau Coliseum,Uniondale,NY,Billy Joel (headliner),True
641,2015-08-07,Today Show Plaza at Rockefeller Center,New York,NY,Keith Urban (headliner),True
642,2015-08-09,Damrosch Park at Lincoln Center,New York,NY,"Lyle Lovett (festival_performer), His Big Band (festival_performer)",False
643,2015-08-13,Jones Beach Theater,Wantagh,NY,Van Halen (headliner),True
644,2015-08-14,Wonder Bar,Asbury Park,NJ,Will Hoge (headliner),True
645,2015-08-15,MetLife Stadium,East Rutherford,NJ,"Kenny Chesney (festival_performer), Jason Aldean (festival_performer)",True
646,2015-08-18,Jones Beach Theater,Wantagh,NY,"Jimmy Buffett (festival_performer), the Coral Reefer Band with Huey Lewis (festival_performer)",True
647,2015-08-22,Citi Field,Queens,NY,Zac Brown Band (headliner),True
648,2015-08-26,MetLife Stadium,East Rutherford,NJ,ACDC (headliner),True
649,2015-08-29,Klein Memorial Auditorium,Bridgeport,CT,"John Hiatt (festival_performer), Taj Mahal (festival_performer)",False
65,1998-06-07,Giants Stadium,East Rutherford,NJ,"Dave Matthews Band (headliner), Ben Folds Five & Beck (opener)",True
650,2015-09-06,Saratoga Performing Arts Center,Saratoga Springs,NY,Zac Brown Band with Drake White (headliner),False
651,2015-09-10,Melrose Ballroom,Long Island City,NY,Steven Tyler (headliner),True
652,2015-09-15,Capitol Theatre,Port Chester,NY,Jackson Browne (headliner),True
653,2015-09-17,Capitol Theatre,Port Chester,NY,"Robert Plant (festival_performer), Sensational Space Shifters (festival_performer)",True
654,2015-09-18,Capitol Theatre,Port Chester,NY,The Doobie Brothers (headliner),True
655,2015-09-24,Tarrytown Music Hall,Tarrytown,NY,"Steve Earle (festival_performer), The Dukes with The Mastersons (festival_performer)",True
656,2015-09-26,Central Park,New York,NY,"Global Citizen Festival with Beyonce (festival_performer), Sheeran (festival_performer)",True
657,2015-10-01,Capitol Theatre,Port Chester,NY,Warren Haynes + Chris Stapleton (headliner),False
658,2015-10-11,XL Center,Hartford,CT,Stevie Wonder (headliner),True
659,2015-10-29,MVP Arena,Albany,NY,Dead and Company (headliner),True
66,1998-06-27,PNC Bank Arts Center,Holmdel,NJ,John Fogerty (headliner),True
660,2015-11-01,Madison Square Garden,New York,NY,Dead and Company (headliner),False
661,2015-11-03,Capitol Theatre,Port Chester,NY,Don Henley (w. Shawn Colvin) (headliner),True
662,2015-11-07,The Theater at Madison Square Garden,New York,NY,Bruce Springsteen (headliner),False
663,2015-11-19,Madison Square Garden,New York,NY,Billy Joel (headliner),True
664,2015-11-20,Irving Plaza,New York,NY,Jeff Lynne's ELO (headliner),True
665,2015-12-05,The Theater at Madison Square Garden,New York,NY,"John Lennon 75th Birthday: Steven Tyler, Fogerty (headliner)",False
666,2015-12-31,Barclays Center,Brooklyn,NY,"Jimmy Buffett (festival_performer), the Coral Reefer Band with Huey Lewis (festival_performer)",True
667,2016-01-07,Madison Square Garden,New York,NY,Billy Joel (headliner),True
668,2016-01-22,Carnegie Hall,New York,NY,Joe Bonamassa (headliner),True
669,2016-01-27,Madison Square Garden,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
67,1998-07-11,PNC Bank Arts Center,Holmdel,NJ,"Chicago and Hall (festival_performer), Oates (festival_performer)",False
670,2016-01-31,Prudential Center,Newark,NJ,Bruce Springsteen & the E Street Band (headliner),False
671,2016-02-08,MVP Arena,Albany,NY,Bruce Springsteen & the E Street Band (headliner),False
672,2016-02-10,XL Center,Hartford,CT,Bruce Springsteen & the E Street Band (headliner),False
673,2016-02-12,Wells Fargo Center,Philadelphia,PA,Bruce Springsteen & the E Street Band (headliner),False
674,2016-02-13,Madison Square Garden,New York,NY,Billy Joel (headliner),True
675,2016-02-27,DCU Center,Worcester,MA,Garth Brooks w. Trisha Yearwood (headliner),True
676,2016-03-02,Radio City Music Hall,New York,NY,"Elton John (festival_performer), Katy Perry (festival_performer), Andra Day (festival_performer)",True
677,2016-03-03,Madison Square Garden,New York,NY,"The Who (festival_performer), Joan Jett (festival_performer)",True
678,2016-03-28,Madison Square Garden,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
679,2016-04-02,Billy Bob's Texas,Fort Worth,TX,Montgomery gentry (headliner),False
68,1998-07-18,Izod Center,East Rutherford,NJ,"Page (festival_performer), Plant (festival_performer)",True
680,2016-04-08,Barclays Center,Brooklyn,NY,"Rock Hall of Fame: Cheap Trick (festival_performer), Chicago (festival_performer), Steve Miller (festival_performer), Deep Purple (festival_performer)",True
681,2016-04-09,Capitol Theatre,Port Chester,NY,Avett Brothers (headliner),True
682,2016-04-11,Madison Square Garden,New York,NY,David Gilmour (headliner),True
683,2016-04-12,Madison Square Garden,New York,NY,David Gilmour (headliner),True
684,2016-04-15,Madison Square Garden,New York,NY,Billy Joel (headliner),True
685,2016-04-16,Oakdale Theatre,Wallingford,CT,Huey Lewis  The News (headliner),True
686,2016-04-19,Capitol Theatre,Port Chester,NY,Steely Dan (headliner),True
687,2016-04-23,Barclays Center,Brooklyn,NY,Bruce Springsteen & the E Street Band (headliner),False
688,2016-04-25,Barclays Center,Brooklyn,NY,Bruce Springsteen & the E Street Band (headliner),False
689,2016-04-29,Peekskill Paramount,Peekskill,NY,"John Hiatt (festival_performer), Rick Brantley (festival_performer)",False
69,1998-07-22,PNC Bank Arts Center,Holmdel,NJ,"Lynyrd Skynyrd (festival_performer), .38 Special (festival_performer)",False
690,2016-05-01,Madison Square Garden,New York,NY,Pearl Jam (headliner),True
691,2016-05-02,Madison Square Garden,New York,NY,Pearl Jam (headliner),True
692,2016-05-04,Stage 48,New York,NY,Keith Urban (headliner),True
693,2016-05-05,Beacon Theatre,New York,NY,Jerry Seinfeld (headliner),False
694,2016-05-10,Ridgefield Playhouse,Ridgefield,CT,"John Hiatt (festival_performer), Rick Brantley (festival_performer)",True
695,2016-05-27,Capitol Theatre,Port Chester,NY,"Phil Lesh (festival_performer), Friends (W. Warren Haynes) (festival_performer)",True
696,2016-06-10,Webster Hall,New York,NY,Mudcrutch (headliner),True
697,2016-06-11,PNC Bank Arts Center,Holmdel,NJ,"Bad Company (festival_performer), Joe Walsh (festival_performer)",True
698,2016-06-14,Capitol Theatre,Port Chester,NY,Mudcrutch (headliner),True
699,2016-06-16,Total Mortgage Arena,Bridgeport,CT,Hall & Oates (headliner),True
7,1994-12-02,Nassau Coliseum,Uniondale,NY,Green Day (headliner),True
70,1998-07-31,PNC Bank Arts Center,Holmdel,NJ,"HORDE (Blues Traveler (festival_performer), Barenaked Ladies & Gov't Mule (festival_performer), Paula Cole (festival_performer), Ben Harper) (festival_performer)",False
700,2016-06-17,Forest Hills Stadium,Forest Hills,NY,Mumford & Sons (festival_performer),True
701,2016-06-25,Citi Field,Queens,NY,Dead and Company (headliner),True
702,2016-06-26,Citi Field,Queens,NY,Dead and Company (headliner),True
703,2016-07-08,Yankee Stadium,Bronx,NY,Garth Brooks (headliner),True
704,2016-07-09,Yankee Stadium,Bronx,NY,Garth Brooks (headliner),True
705,2016-07-16,PNC Bank Arts Center,Holmdel,NJ,Keith Urban (headliner),True
706,2016-07-20,Madison Square Garden,New York,NY,Billy Joel (headliner),True
707,2016-07-23,MetLife Stadium,East Rutherford,NJ,"Guns (festival_performer), Roses (festival_performer)",True
708,2016-08-04,Jones Beach Theater,Wantagh,NY,"Brad Paisley (headliner), Tyler Farr (opener)",True
709,2016-08-07,MetLife Stadium,East Rutherford,NJ,Paul McCartney (headliner),True
71,1998-09-10,Madison Square Garden,New York,NY,Pearl Jam (headliner),True
710,2016-08-08,Rumsey Playfield,New York,NY,Warren Haynes Jerry Symphonny (headliner),False
711,2016-08-12,The Saint Asbury Park,Asbury Park,NJ,Will Hoge (headliner),False
712,2016-08-13,City Winery,New York,NY,"Will Hoge (headliner), Brian Dunne (opener)",True
713,2016-08-19,Citi Field,Queens,NY,Zac Brown Band (headliner),True
714,2016-08-20,MetLife Stadium,East Rutherford,NJ,"Kenny Chesney (festival_performer), Miranda Lambert (festival_performer)",True
715,2016-08-23,MetLife Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
716,2016-08-25,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
717,2016-08-30,MetLife Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
718,2016-09-07,Citizens Bank Park,Philadelphia,PA,Bruce Springsteen & the E Street Band (headliner),False
719,2016-09-09,Citizens Bank Park,Philadelphia,PA,Bruce Springsteen & the E Street Band (headliner),False
72,1998-09-12,Irving Plaza,New York,NY,Gov't Mule (headliner),True
720,2016-09-14,Gillette Stadium,Foxborough,MA,Bruce Springsteen & the E Street Band (headliner),False
721,2016-09-16,Radio City Music Hall,New York,NY,ELO (headliner),True
722,2016-09-18,Peekskill Paramount,Peekskill,NY,Donovan (headliner),False
723,2016-09-22,Madison Square Garden,New York,NY,Adele (headliner),True
724,2016-09-23,Capitol Theatre,Port Chester,NY,"Brian Fallon (festival_performer), Ryan Bingham (festival_performer)",True
725,2016-09-24,Radio City Music Hall,New York,NY,Weird Al (headliner),True
726,2016-10-07,The Town Hall,New York,NY,Bruce Springsteen In Conversation (headliner),False
727,2016-10-14,Red Rocks Amphitheatre,Morrison,CO,Brantley Gilbert with Justin Moore and Colt Ford (headliner),False
728,2016-10-28,Madison Square Garden,New York,NY,Billy Joel (headliner),True
729,2016-11-01,The Theater at Madison Square Garden,New York,NY,"Bruce Springsteen: Stand Up For Heroes (Gaffigan (festival_performer), Seinfeld (festival_performer), CK & Stewart) (festival_performer)",False
73,1998-10-15,Jones Beach Theater,Wantagh,NY,Aerosmith (headliner),True
730,2016-11-07,Madison Square Garden,New York,NY,Temple of the Dog (headliner),True
731,2016-11-14,The Theater at Madison Square Garden,New York,NY,Rascal Flatts (headliner),True
732,2016-11-19,Barclays Center,Brooklyn,NY,Keith Urban (headliner),True
733,2016-11-21,Bushnell Center for the Performing Arts,Hartford,CT,Joe Bonamassa (headliner),True
734,2016-11-25,Tarrytown Music Hall,Tarrytown,NY,Michael Bolton (headliner),False
735,2016-11-30,Madison Square Garden,New York,NY,Billy Joel (headliner),True
736,2016-12-01,Terminal 5,New York,NY,Kip Moore (headliner),True
737,2016-12-05,The Town Hall,New York,NY,"Steve Earle (festival_performer), Friends (festival_performer)",True
738,2017-01-14,Paramount Theatre,Asbury Park,NJ,Light of Day (headliner),False
739,2017-01-20,Madison Square Garden,New York,NY,Kings of Leon (headliner),True
74,1998-10-17,Madison Square Garden,New York,NY,Elton John (headliner),True
740,2017-01-25,Ridgefield Playhouse,Ridgefield,CT,"John Hiatt (festival_performer), Lyle Lovett (festival_performer)",False
741,2017-01-27,Barclays Center,Brooklyn,NY,Eric Church (headliner),True
742,2017-01-29,Daryl's House,Pawling,NY,Will Hoge (headliner),False
743,2016-02-15,Capitol Theatre,Port Chester,NY,John Fogerty (headliner),False
744,2017-02-16,Apollo Theater,New York,NY,Ryan Adams (headliner),True
745,2017-02-22,Madison Square Garden,New York,NY,Billy Joel (headliner),True
746,2017-03-03,Madison Square Garden,New York,NY,Billy Joel (headliner),True
747,2017-03-11,MVP Arena,Albany,NY,Garth Brooks (headliner),False
748,2017-03-15,Barclays Center,Brooklyn,NY,Green Day (headliner),True
749,2017-03-19,Madison Square Garden,New York,NY,Eric Clapton (headliner),True
75,1998-11-23,Madison Square Garden,New York,NY,KISS (headliner),True
750,2017-04-05,Nassau Coliseum,Uniondale,NY,Billy Joel (headliner),True
751,2017-04-07,Barclays Center,Brooklyn,NY,Rock Hall of Fame (headliner),False
752,2017-04-15,Madison Square Garden,New York,NY,Bon Jovi (headliner),True
753,2017-04-28,Beacon Theatre,New York,NY,Bruce Springsteen In Conversation (headliner),False
754,2017-05-03,Daryl's House,Pawling,NY,Garry Tallent (headliner),False
755,2017-05-12,Capitol Theatre,Port Chester,NY,Avett Brothers (headliner),True
756,2017-05-17,Nassau Coliseum,Uniondale,NY,Metallica (headliner),True
757,2017-06-08,Beacon Theatre,New York,NY,Jerry Seinfeld (headliner),False
758,2017-06-15,Capitol Theatre,Port Chester,NY,Bob Dylan (headliner),True
759,2017-06-16,Prudential Center,Newark,NJ,"Tom Petty (festival_performer), Heartbreakers (festival_performer)",True
76,1998-11-27,Nassau Coliseum,Uniondale,NY,KISS (headliner),True
760,2017-06-17,Madison Square Garden,New York,NY,Neil Diamond (headliner),True
761,2017-06-21,NYCB Theatre at Westbury,Westbury,NY,Huey Lewis  The News (headliner),True
762,2017-06-24,Citi Field,Queens,NY,Dead and Company (headliner),False
763,2017-06-28,MetLife Stadium,East Rutherford,NJ,U2 (headliner),True
764,2017-07-01,Phildelphia,Philadelphia,PA,"Tom Petty (festival_performer), Heartbreakers (festival_performer)",True
765,2017-07-05,Madison Square Garden,New York,NY,Billy Joel (headliner),True
766,2017-07-11,Forest Hills Stadium,Forest Hills,NY,John Mellencamp (headliner),True
767,2017-07-15,Xfinity Theatre,Hartford,CT,Chris Stapleton (headliner),True
768,2017-07-26,Forest Hills Stadium,Forest Hills,NY,"Tom Petty (festival_performer), Heartbreakers (festival_performer)",True
769,2017-07-27,Forest Hills Stadium,Forest Hills,NY,"Tom Petty (festival_performer), Heartbreakers (festival_performer)",True
77,1998-12-05,Madison Square Garden,New York,NY,Billy Joel (headliner),True
770,2017-07-28,Barclays Center,Brooklyn,NY,"Queen (festival_performer), Adam Lambert (festival_performer)",True
771,2017-07-29,Citi Field,Queens,NY,"Classic East: Eagles (festival_performer), Steely Dan (festival_performer), Doobies (festival_performer)",True
772,2017-07-30,Citi Field,Queens,NY,"Classic East: Fleetwood Mac (festival_performer), EWF (festival_performer), Journey (festival_performer)",True
773,2017-08-03,Jones Beach Theater,Wantagh,NY,Brad Paisley (headliner),True
774,2017-08-09,Capitol Theatre,Port Chester,NY,Lyle Lovett (headliner),True
775,2017-08-10,Beacon Theatre,New York,NY,Buckingham/McVie (headliner),True
776,2017-08-11,Mohegan Sun Arena,Uncasville,CT,Kenny Chesney (headliner),True
777,2017-08-15,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
778,2017-08-21,Madison Square Garden,New York,NY,Billy Joel (headliner),True
779,2017-08-25,Today Show Plaza at Rockefeller Center,New York,NY,Jason Aldean (headliner),False
78,1999-02-22,Madison Square Garden,New York,NY,"Jimmy Buffett (festival_performer), Coral Reefer Band (festival_performer)",False
780,2017-08-26,Gillette Stadium,Foxborough,MA,"Kenny Chesney (festival_performer), Thomas Rhett (festival_performer), Old Dominion (festival_performer)",True
781,2017-08-28,Citi Field,Queens,NY,Lady Gaga (headliner),True
782,2017-09-08,Madison Square Garden,New York,NY,Eric Clapton (headliner),False
783,2017-09-09,Metropolitan Opera House,New York,NY,Pete Townshend / Quadrophenia (headliner),False
784,2017-09-14,Radio City Music Hall,New York,NY,Sturgill Simpson (headliner),True
785,2017-09-15,Madison Square Garden,New York,NY,Paul McCartney (headliner),True
786,2017-09-16,Nassau Coliseum,Uniondale,NY,Roger Waters (headliner),True
787,2017-09-17,Madison Square Garden,New York,NY,Paul McCartney (headliner),True
788,2017-09-19,Barclays Center,Brooklyn,NY,Paul McCartney (headliner),True
789,2017-09-22,Highline Ballroom,New York,NY,Will Hoge (headliner),False
79,1999-02-28,Beacon Theatre,New York,NY,Black Crowes (headliner),True
790,2017-09-23,Beacon Theatre,New York,NY,Joe Bonamassa (headliner),True
791,2017-09-25,Gramercy Theater,New York,NY,"Little Steven (festival_performer), Disciples of Soul (festival_performer)",True
792,2017-10-10,City Winery,New York,NY,Willie Nile (headliner),False
793,2017-10-11,Madison Square Garden,New York,NY,"Guns (festival_performer), Roses (festival_performer)",True
794,2017-10-12,Prudential Center,Newark,NJ,"Guns (festival_performer), Roses (festival_performer)",True
795,2017-10-13,Walter Kerr Theatre,New York,NY,Bruce Springsteen (headliner),True
796,2017-10-20,Madison Square Garden,New York,NY,Billy Joel (headliner),True
797,2017-11-12,Beacon Theatre,New York,NY,"John Hiatt (festival_performer), Lyle Lovett (festival_performer)",True
798,2017-11-14,Madison Square Garden,New York,NY,Dead and Company (headliner),True
799,2017-11-15,Beacon Theatre,New York,NY,"Ringo Starr (festival_performer), All Starr Band (festival_performer)",True
8,1995-03-16,Beacon Theatre,New York,NY,"Joe Cocker (headliner), Keb' Mo (opener)",False
80,1999-03-14,Universal Studios Florida,Orlando,FL,"Creedence Clearwater Revisited (Doug Clifford (festival_performer), Stu Cook) (festival_performer)",False
800,2017-11-16,Walter Kerr Theatre,New York,NY,Bruce Springsteen (headliner),True
801,2017-11-21,Beacon Theatre,New York,NY,"Bob Dylan (headliner), Mavis Staples (opener)",True
802,2017-12-01,Prudential Center,Newark,NJ,Garth Brooks w. Trisha Yearwood (headliner),True
803,2017-12-02,Prudential Center,Newark,NJ,Garth Brooks w. Trisha Yearwood (headliner),True
804,2017-12-07,Nassau Coliseum,Uniondale,NY,Barry Manilow (headliner),True
805,2017-12-14,The Town Hall,New York,NY,Kip Moore with Wade Bowen and Randy Rogers (headliner),False
806,2017-12-20,Madison Square Garden,New York,NY,Billy Joel (headliner),True
807,2017-12-30,Daryl's House,Pawling,NY,Willie Nile (headliner),True
808,2018-01-09,Barclays Center,Brooklyn,NY,The Killers (headliner),True
809,2018-01-18,Walter Kerr Theatre,New York,NY,Bruce Springsteen (headliner),True
81,1999-03-19,Beacon Theatre,New York,NY,Allman Brothers Band (headliner),True
810,2018-01-26,Opry City Stage,New York,NY,Vince Gill (headliner),False
811,2018-01-30,The Theater at Madison Square Garden,New York,NY,Elton John Tribute (headliner),False
812,2018-02-13,Palladium Times Square,New York,NY,"All for Hall: Vince Gill (festival_performer), Maren Morris (festival_performer), Emmylou (festival_performer), Kesha (festival_performer)",True
813,2018-02-21,Madison Square Garden,New York,NY,Billy Joel (headliner),True
814,2018-02-25,Capitol Theatre,Port Chester,NY,Blues Traveler (headliner),True
815,2018-03-01,Tarrytown Music Hall,Tarrytown,NY,Weird Al Yankovic (headliner),True
816,2018-03-02,Radio City Music Hall,New York,NY,"Bobby (festival_performer), Phil (festival_performer)",False
817,2018-03-03,Radio City Music Hall,New York,NY,"Bobby (festival_performer), Phil (festival_performer)",True
818,2018-03-11,Paramount,Huntington,NY,"Lyle Lovett (festival_performer), Shawn Colvin (festival_performer)",False
819,2018-03-17,Paramount,Huntington,NY,Weird Al Yankovic (headliner),True
82,1999-04-11,Irving Plaza,New York,NY,"Tom Petty & the Heartbreakers (headliner), Blind Boys from Alabama (opener)",True
820,2018-04-13,Madison Square Garden,New York,NY,Billy Joel (headliner),True
821,2018-04-15,Paramount Hudson Valley Theater,Peekskill,NY,"Steve Earle (festival_performer), The Dukes with The Mastersons (festival_performer)",True
822,2018-04-16,City Winery,New York,NY,Ryan Bingham (Acoustic) (headliner),False
823,2018-04-17,Capitol Theatre,Port Chester,NY,As the Crow Flies (Chris Robinson) (headliner),True
824,2018-04-27,Capitol Theatre,Port Chester,NY,Govt Mule (headliner),True
825,2018-05-02,Palladium Times Square,New York,NY,Little Steven (headliner),True
826,2018-05-09,Madison Square Garden,New York,NY,Bon Jovi (headliner),True
827,2018-05-10,Madison Square Garden,New York,NY,Bon Jovi (headliner),True
828,2018-05-18,Walter Kerr Theatre,New York,NY,Bruce Springsteen (headliner),True
829,2018-05-23,Madison Square Garden,New York,NY,Billy Joel (headliner),True
83,1999-04-15,Irving Plaza,New York,NY,"Tom Petty & the Heartbreakers (headliner), Bo Diddley (opener)",True
830,2018-06-02,MetLife Stadium,East Rutherford,NJ,Luke Bryan (headliner),True
831,2018-06-09,Lincoln Financial Field,Philadelphia,PA,"Kenny Chesney (festival_performer), Thomas Rhett (festival_performer), Old Dominion (festival_performer)",True
832,2018-06-12,Today Show Plaza,New York,NY,Dierks Bentley (headliner),False
833,2018-06-15,Citi Field,Queens,NY,Dead and Company (headliner),False
834,2018-06-16,Citi Field,Queens,NY,Dead and Company (headliner),True
835,2018-06-25,Madison Square Garden,New York,NY,U2 (headliner),True
836,2018-06-26,Madison Square Garden,New York,NY,U2 (headliner),True
837,2018-06-27,Radio City Music Hall,New York,NY,Steve Miller Band/Peter Frampton (headliner),False
838,2018-06-29,Prudential Center,Newark,NJ,U2 (headliner),True
839,2018-07-01,Madison Square Garden,New York,NY,U2 (headliner),True
84,1999-04-20,Izod Center,East Rutherford,NJ,Billy Joel (headliner),True
840,2018-07-12,Jones Beach Theater,Wantagh,NY,"Govt Mule (festival_performer), Avetts (festival_performer)",True
841,2018-07-13,Tanner Park,Copiague,NY,Max Weinberg (headliner),False
842,2018-07-14,Jones Beach Theater,Wantagh,NY,Foo Fighters (headliner),True
843,2018-07-18,Madison Square Garden,New York,NY,Billy Joel (with Bruce Springsteen) (headliner),True
844,2018-07-29,Citi Field,Queens,NY,Zac Brown Band (headliner),True
845,2018-08-02,Today Show Plaza,New York,NY,Keith Urban (headliner),True
846,2018-08-02,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
847,2018-08-07,Madison Square Garden,New York,NY,Rod Stewart/Cyndi Lauper (headliner),False
848,2018-08-10,Jones Beach Theater,Wantagh,NY,"Brad Paisley (headliner), Tyminski and Kane Brown (opener)",True
849,2018-08-11,Madison Square Garden,New York,NY,"Jason Aldean (festival_performer), Luke Combs (festival_performer), Lauren Alaina (festival_performer)",True
