Concert ID,Date,Venue,City,State,Artists,Has Setlist
314,2007-09-24,Paramount Theatre,Asbury Park,NJ,Bruce Springsteen & the E Street Band (headliner),False
315,2007-09-28,Today Show Plaza at Rockefeller Center,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
316,2007-10-02,XL Center,Hartford,CT,Bruce Springsteen & the E Street Band (headliner),False
317,2007-09-18,Madison Square Garden,New York,NY,Jimmy Buffett (headliner),True
318,2007-10-10,Izod Center,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
319,2007-10-17,Madison Square Garden,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
32,1996-12-15,Izod Center,East Rutherford,NJ,Rush (headliner),True
320,2007-10-18,Madison Square Garden,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
321,2007-10-30,Prudential Center,Newark,NJ,Bon Jovi (headliner),True
322,2007-11-02,Hammerstein Ballroom,New York,NY,John Fogerty (headliner),True
323,2007-11-09,Chelsea Piers,New York,NY,Bruce Springsteen (headliner),True
324,2007-11-13,Madison Square Garden,New York,NY,Van Halen (headliner),True
325,2007-11-15,MVP Arena,Albany,NY,Bruce Springsteen & the E Street Band (headliner),False
326,2007-11-17,Madison Square Garden,New York,NY,Stevie Wonder (headliner),True
327,2007-12-01,Great South Bay Music Festival,Oakdale,NY,Jethro Tull (headliner),True
328,2007-12-02,Ridgefield Playhouse,Ridgefield,CT,"Sha Na Na (festival_performer), Retrotones (festival_performer)",False
329,2008-01-08,Gibson Guitar Tent (Vegas),Las Vegas,NV,Peter Frampton (headliner),False
33,1996-12-29,Nassau Coliseum,Uniondale,NY,KISS (headliner),True
330,2008-01-31,BB King Blues Club,New York,NY,Eddie Money (headliner),False
331,2008-02-28,Madison Square Garden,New York,NY,"Eric Clapton (festival_performer), Steve Winwood (festival_performer)",True
332,2008-03-10,Nassau Coliseum,Uniondale,NY,Bruce Springsteen & the E Street Band (headliner),False
333,2008-04-03,Beacon Theatre,New York,NY,Ratdog (headliner),True
334,2008-04-06,Great South Bay Music Festival,Oakdale,NY,Jackson Browne (headliner),False
335,2008-04-09,Radio City Music Hall,New York,NY,Elton John (headliner),True
336,2008-04-25,State Farm Arena,Atlanta,GA,Bruce Springsteen & the E Street Band (headliner),False
337,2008-05-23,Mohegan Sun Arena,Uncasville,CT,Billy Joel (headliner),True
338,2008-05-30,Madison Square Garden,New York,NY,The Eagles (headliner),True
339,2008-05-31,PNC Bank Arts Center,Holmdel,NJ,Stone Temple Pilots (headliner),True
34,1997-03-12,Beacon Theatre,New York,NY,Allman Brothers Band (headliner),True
340,2008-06-05,Jones Beach Theater,Wantagh,NY,Eric Clapton (headliner),True
341,2008-06-10,The Theater at Madison Square Garden,New York,NY,"Robert Plant (festival_performer), Alison Krauss (festival_performer)",True
342,2008-06-12,Madison Square Garden,New York,NY,Jimmy Buffett (headliner),True
343,2008-06-17,Madison Square Garden,New York,NY,"Tom Petty & the Heartbreakers (headliner), Steve Winwood (opener)",True
344,2018-06-18,Prudential Center,Newark,NJ,"Tom Petty & the Heartbreakers (headliner), Steve Winwood (opener)",False
345,2008-06-25,Madison Square Garden,New York,NY,Pearl Jam (headliner),True
346,2008-07-03,Ives Concert Park,Danbury,CT,The Beach Boys (headliner),True
347,2008-07-11,Jones Beach Theater,Wantagh,NY,"Steve Miller Band (headliner), Joe Cocker (opener)",True
348,2008-07-14,Madison Square Garden,New York,NY,Bon Jovi (headliner),True
349,2008-07-16,Shea Stadium,Queens,NY,Billy Joel (headliner),True
35,1997-04-12,Paramount Theater at MSG,New York,NY,John Mellencamp (headliner),True
350,2008-07-18,Shea Stadium,Queens,NY,Billy Joel (headliner),True
351,2008-07-27,Giants Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
352,2008-07-28,Giants Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
353,2008-07-31,Giants Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
354,2008-07-03,PNC Bank Arts Center,Holmdel,NJ,"The Police (headliner), Elvis Costello (opener)",False
355,2008-08-07,Rockin River Cruise,New York,NY,John Hiatt (headliner),False
356,2008-08-12,Madison Square Garden,New York,NY,Neil Diamond (headliner),True
357,2008-08-25,NYCB Theatre at Westbury,Westbury,NY,"Huey Lewis (festival_performer), the News (festival_performer)",True
358,2008-08-27,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
359,2008-10-16,SUNY Purchase,Purchase,NY,"Crosby (festival_performer), Nash (festival_performer)",True
36,1997-04-25,Paramount Hudson Valley Theater,Peekskill,NY,Ray Davies (headliner),False
360,2008-11-07,Chelsea Piers,New York,NY,Bon Jovi (headliner),False
361,2008-11-08,Queens College,Queens,NY,Fab Faux (headliner),False
362,2008-11-13,Madison Square Garden,New York,NY,ACDC (headliner),True
363,2008-11-15,Mohegan Sun Arena,Uncasville,CT,Elton John (headliner),True
364,2008-11-24,Carnegie Hall,New York,NY,Family Guy Sings Live at Carnegie Hall (Seth MacFarlane) (headliner),False
365,2008-12-04,NYCB Theatre at Westbury,Westbury,NY,Tony Bennett (headliner),False
366,2008-12-16,Madison Square Garden,New York,NY,"Neil Young (headliner), Wilco & Everest (opener)",True
367,2008-12-18,Ridgefield Playhouse,Ridgefield,CT,"Rockapella (headliner), Retrotones (opener)",False
368,2009-01-14,The Town Hall,New York,NY,Bon Jovi (Hillary Benefit) (headliner),False
369,2009-01-25,Madison Square Garden,New York,NY,The Killers (headliner),True
37,1997-05-31,Giants Stadium,East Rutherford,NJ,U2 (headliner),True
370,2009-02-08,Morristown Theater,Morristown,NJ,"John Hiatt (festival_performer), Lyle Lovett (festival_performer)",True
371,2009-03-09,Beacon Theatre,New York,NY,Allman Brothers Band (headliner),True
372,2009-03-24,Convention Hall,Asbury Park,NJ,Bruce Springsteen & the E Street Band (headliner),False
373,2009-04-14,Madison Square Garden,New York,NY,Dave Matthews Band (headliner),True
374,2009-04-15,Radio City Music Hall,New York,NY,Flight of the Conchords (headliner),True
375,2009-04-17,Irvington Theater,Irvington,NY,Roger McGuinn (headliner),False
376,2009-04-24,XL Center,Hartford,CT,Bruce Springsteen & the E Street Band (headliner),False
377,2009-04-25,Madison Square Garden,New York,NY,The Dead (headliner),True
378,2009-04-28,Izod Center,East Rutherford,NJ,The Dead (headliner),True
379,2009-05-04,Nassau Coliseum,Uniondale,NY,Bruce Springsteen & the E Street Band (headliner),False
38,1997-06-03,Hammerstein,New York,NY,"John Fogerty (headliner), Fairfield Four (opener)",True
380,2009-05-17,Ridgefield Playhouse,Ridgefield,CT,"Dickey Betts (festival_performer), Great Southern (festival_performer)",True
381,2009-05-21,Izod Center,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
382,2009-05-23,Izod Center,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
383,2009-06-10,Izod Center,East Rutherford,NJ,"Eric Clapton (festival_performer), Steve Winwood (festival_performer)",True
384,2009-06-11,Madison Square Garden,New York,NY,Fleetwood Mac (headliner),True
385,2009-07-17,Citi Field,Queens,NY,Paul McCartney (headliner),True
386,2009-07-18,Gillette Stadium,Foxborough,MA,"Billy Joel (festival_performer), Elton John (festival_performer)",True
387,2009-08-01,Citizens Bank Park,Philadelphia,PA,"Billy Joel (festival_performer), Elton John (festival_performer)",True
388,2009-08-15,Jones Beach Theater,Wantagh,NY,Creed (headliner),True
389,2009-08-19,The Meadowlands,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
39,1997-06-07,Jones Beach Theater,Wantagh,NY,"Ringo Starr & His All-Starr Band (Kirke, Jack Bruce, Gary Brooker, Frampton, Rivera) (headliner)",True
390,2009-08-21,Towne Crier,Beacon,NY,Richie Havens (headliner),False
391,2014-08-26,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),False
392,2009-09-14,Nassau Coliseum,Uniondale,NY,Kings of Leon (headliner),True
393,2009-09-23,Giants Stadium,East Rutherford,NJ,U2 (headliner),True
394,2009-09-24,Giants Stadium,East Rutherford,NJ,U2 (headliner),True
395,2009-09-30,Giants Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
396,2009-10-02,Giants Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
397,2009-10-03,Giants Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
398,2009-10-08,Madison Square Garden,New York,NY,Keith Urban with Sugarland (headliner),False
399,2009-10-09,Giants Stadium,East Rutherford,NJ,Bruce Springsteen & the E Street Band (headliner),False
4,1994-06-20,Nassau Coliseum,Uniondale,NY,Whitney Houston (headliner),False
40,1997-06-25,Jones Beach Theater,Wantagh,NY,Rush (headliner),True
400,2009-10-10,Madison Square Garden,New York,NY,KISS (headliner),False
401,2009-10-15,Terminal 5,New York,NY,"Gaslight Anthem (festival_performer), Jesse Malin (festival_performer)",False
402,2009-10-21,Madison Square Garden,New York,NY,"Brad Paisley (festival_performer), Dierks Bentley (festival_performer)",False
403,2009-10-29,Madison Square Garden,New York,NY,"Rock & Roll Hall of Fame 25th: Bruce Springsteen (festival_performer), Stevie Wonder (festival_performer), Paul Simon (festival_performer), Simon & Garfunkel (festival_performer), CSN (festival_performer), Jackson Browne (festival_performer), Bonnie Raitt (festival_performer), John Fogerty (festival_performer), James Taylor (festival_performer), Sam Moore (festival_performer), Darlene Love (festival_performer), Billy Joel (festival_performer)",False
404,2009-11-04,Beacon Theatre,New York,NY,Lyle Lovett (headliner),False
405,2009-11-07,Madison Square Garden,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
406,2009-11-08,Madison Square Garden,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
407,2009-11-11,NYCB Theatre at Westbury,Westbury,NY,Steve Miller Band (headliner),False
408,2009-11-13,Chelsea Piers,New York,NY,Paul Simon (headliner),False
409,2009-11-24,Beacon Theatre,New York,NY,John Fogerty (headliner),True
41,1997-06-26,Jones Beach Theater,Wantagh,NY,"Lynyrd Skynyrd (festival_performer), Paul Rodgers (festival_performer)",False
410,2010-01-16,Paramount Theatre,Asbury Park,NJ,"Bruce Springsteen: Light of Day with Jesse Malin (festival_performer), Willie Nile (festival_performer), Joe Grushecky & Joe D'Urso (festival_performer)",False
411,2010-02-19,Madison Square Garden,New York,NY,"Eric Clapton (festival_performer), Jeff Beck (festival_performer)",True
412,2010-02-26,Madison Square Garden,New York,NY,John Mayer (headliner),True
413,2010-03-04,Bowery Electric,New York,NY,Jesse Malin (headliner),False
414,2010-03-07,Tarrytown Music Hall,Tarrytown,NY,John Hiatt (headliner),False
415,2010-03-12,United Palace Theatre,New York,NY,Allman Brothers Band (headliner),True
416,2010-04-09,NYCB Theatre at Westbury,Westbury,NY,"Emerson (festival_performer), Lake (festival_performer)",True
417,2010-04-11,Ridgefield Playhouse,Ridgefield,CT,Todd Rundgren (headliner),True
418,2010-04-25,Tarrytown Music Hall,Tarrytown,NY,"Roger McGuinn (festival_performer), John Sebastian (festival_performer)",False
419,2010-05-03,Radio City Music Hall,New York,NY,Peter Gabriel (headliner),True
42,1997-06-28,Thunder Ridge Ski Area,Patterson,NY,"Crosby, Stills (festival_performer), Nash (festival_performer)",True
420,2010-05-14,NYCB Theatre at Westbury,Westbury,NY,Kenny Loggins (headliner),True
421,2010-05-21,Madison Square Garden,New York,NY,Pearl Jam (headliner),True
422,2010-05-29,MetLife Stadium,East Rutherford,NJ,Bon Jovi (headliner),True
423,2010-06-02,NYCB Theatre at Westbury,Westbury,NY,Black Crowes (headliner),True
424,2010-06-15,Irving Plaza,New York,NY,Gaslight Anthem (headliner),True
425,2010-06-16,Madison Square Garden,New York,NY,"James Taylor (festival_performer), Carole King (festival_performer)",True
426,2010-06-23,Roseland,New York,NY,Phil Collins (headliner),True
427,2010-06-24,NYCB Theatre at Westbury,Westbury,NY,Weird Al (headliner),True
428,2010-06-30,NYCB Theatre at Westbury,Westbury,NY,Ringo Starr (headliner),True
429,2010-07-07,Madison Square Garden,New York,NY,Lady Gaga (headliner),True
43,1997-07-09,Jones Beach Theater,Wantagh,NY,Boston (headliner),True
430,2010-07-09,MetLife Stadium,East Rutherford,NJ,Bon Jovi (headliner),True
431,2010-07-10,Pleasantville Park,Pleasantville,NY,Jakob Dylan (headliner),False
432,2010-07-13,Metropolitan Opera House,New York,NY,Sting with Philharmonic (headliner),False
433,2010-07-15,NYCB Theatre at Westbury,Westbury,NY,"Huey Lewis (festival_performer), the News (festival_performer)",False
434,2010-07-16,Citi Field,Queens,NY,Dave Matthews Band with Zach Brown Band (headliner),False
435,2010-07-25,Neil Simon Theatre,New York,NY,Harry Connick Jr. (headliner),False
436,2010-07-28,Madison Square Garden,New York,NY,Tom Petty and the Heartbreakers with Buddy Guy (headliner),False
437,2010-08-13,Towne Crier Cafe,Beacon,NY,Christopher Robin Band (headliner),False
438,2010-07-28,The Meadowlands,East Rutherford,NJ,Tom Petty and the Heartbreakers with Crosby Stills and Nash (headliner),False
439,2010-08-14,Jones Beach Theater,Wantagh,NY,KISS (headliner),True
44,1997-07-10,Thunder Ridge Ski Area,Patterson,NY,"Santana (festival_performer), Rusted root (festival_performer)",True
440,2010-08-20,Jones Beach Theater,Wantagh,NY,"Crosby, Stills and Nash (headliner)",True
441,2010-08-24,Izod Center,East Rutherford,NJ,Tom Petty and the Heartbreakers with My Morning Jacket (headliner),False
442,2010-08-31,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
443,2010-09-05,Great South Bay Music Festival,Oakdale,NY,"Keith Urban (festival_performer), Kris Allen (festival_performer)",False
444,2010-09-13,The Meadowlands,East Rutherford,NJ,Slash (4 Songs) (headliner),False
445,2010-09-14,Beacon Theatre,New York,NY,"Jackson Browne (headliner), David Lindley (opener)",True
446,2010-09-26,Radio City Music Hall,New York,NY,Sheryl Crow (headliner),False
447,2010-09-30,Radio City Music Hall,New York,NY,Gaslight Anthem (headliner),True
448,2010-10-09,Bowery Electric,New York,NY,Jesse Malin (headliner),False
449,2010-10-13,Nassau Coliseum,Uniondale,NY,Roger Waters (headliner),True
45,1997-07-13,Jones Beach Theater,Wantagh,NY,"ZZ Top (festival_performer), Kansas (festival_performer)",True
450,2010-10-19,Paramount Hudson Valley Theater,Peekskill,NY,Ian Anderson (headliner),False
451,2010-10-20,Beacon Theatre,New York,NY,"T-Bone Burnett's Speaking Clock Revue: Elton John & Leon Russell (festival_performer), John Mellencamp (festival_performer), Jeff Bridges (festival_performer), Elvis Costello (festival_performer), Punch Brothers (festival_performer), Secret Sisters (festival_performer), Gregg Allman (festival_performer)",False
452,2010-10-25,Neil Simon Theatre,New York,NY,RAIN - Tribute to the Beatles (headliner),False
453,2010-11-11,Chelsea Piers,New York,NY,Garth Brooks (headliner),False
454,2010-11-12,Stamford Center for the Arts,Stamford,CT,Joe Bonamassa (headliner),True
455,2010-11-13,Madison Square Garden,New York,NY,Dave Matthews Band (headliner),True
456,2010-11-15,Terminal 5,New York,NY,Mumford & Sons (festival_performer),True
457,2010-11-16,Madison Square Garden,New York,NY,Kings of Leon (headliner),True
458,2010-11-19,NYCB Theatre at Westbury,Westbury,NY,The Doobie Brothers (headliner),False
459,2010-11-20,Madison Square Garden,New York,NY,Further (headliner),False
46,1997-07-19,Great South Bay Music Festival,Oakdale,NY,"John Fogerty (headliner), Fairfield Four (opener)",True
460,2010-11-28,Madison Square Garden,New York,NY,Michael Buble (headliner),False
461,2010-12-02,Hammerstein,New York,NY,Brandon Flowers (headliner),True
462,2010-12-18,Madison Square Garden,New York,NY,Prince (headliner),True
463,2011-01-15,Paramount Theatre,Asbury Park,NJ,Bruce Springsteen: Light of Day 11 (headliner),False
464,2011-01-28,Ridgefield Playhouse,Ridgefield,CT,"Dickey Betts (festival_performer), Great Southern (festival_performer)",True
465,2011-02-18,Radio City Music Hall,New York,NY,John Mellencamp (headliner),True
466,2011-02-19,City Winery,New York,NY,Jesse Malin (headliner),True
467,2011-02-24,Madison Square Garden,New York,NY,Bon Jovi (headliner),True
468,2011-03-16,Madison Square Garden,New York,NY,"Elton John (festival_performer), Leon Russell (festival_performer)",False
469,2011-03-18,Beacon Theatre,New York,NY,Allman Brothers Band (headliner),True
47,1997-07-31,Jones Beach Theater,Wantagh,NY,"Steve Miller Band (headliner), Eric Johnson (opener)",False
470,2011-03-20,Madison Square Garden,New York,NY,"Elton John (festival_performer), Leon Russell (festival_performer)",False
471,2011-03-24,Ridgefield Playhouse,Ridgefield,CT,Peter Wolf (headliner),True
472,2011-03-25,NYCB Theatre at Westbury,Westbury,NY,Joe Bonamassa (headliner),False
473,2011-03-26,Madison Square Garden,New York,NY,"Rod Stewart (festival_performer), Stevie Nicks (festival_performer)",True
474,2011-03-27,Radio City Music Hall,New York,NY,Further (headliner),False
475,2011-04-19,City Winery,New York,NY,"Ryan Bingham, Terry Allen (festival_performer), Joe Ely (festival_performer)",False
476,2011-05-06,Nassau Coliseum,Uniondale,NY,Bon Jovi (headliner),True
477,2011-05-12,Beacon Theatre,New York,NY,Warren Haynes Band (headliner),True
478,2011-05-19,NYCB Theatre at Westbury,Westbury,NY,Chicago (headliner),True
479,2011-06-04,The Meadowlands,East Rutherford,NJ,"Brad Paisley with Blake Shelton (festival_performer), Jerrod Neimann (festival_performer)",False
48,1997-08-06,Madison Square Garden,New York,NY,Aerosmith (headliner),True
480,2011-06-18,NYCB Theatre at Westbury,Westbury,NY,Kenny Loggins (headliner),True
481,2011-06-29,Gramercy Theatre,New York,NY,Lee DeWyze (headliner),False
482,2011-07-09,Mohegan Sun Arena,Uncasville,CT,Keith Urban (headliner),True
483,2011-07-15,Yankee Stadium,Bronx,NY,Paul McCartney (headliner),True
484,2011-07-16,Yankee Stadium,Bronx,NY,Paul McCartney (headliner),True
485,2011-07-20,MetLife Stadium,East Rutherford,NJ,U2 (headliner),True
486,2011-08-12,City Winery,New York,NY,John Hiatt (headliner),False
487,2011-08-13,The Meadowlands,East Rutherford,NJ,Kenny Chesney/Zac Brown Band (headliner),False
488,2011-08-19,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
489,2011-08-23,Jones Beach Theater,Wantagh,NY,Lynyrd Skynyrd/Doobie Brothers (headliner),False
49,1997-08-08,Great South Bay Music Festival,Oakdale,NY,Jethro Tull (headliner),True
490,2011-08-28,Ives Concert Park,Danbury,CT,ZZ Top (headliner),False
491,2011-08-31,Beacon Theatre,New York,NY,"Crosby, Stills and Nash (headliner)",True
492,2011-11-04,Beacon Theatre,New York,NY,Joe Bonamassa (headliner),True
493,2011-11-08,Beacon Theatre,New York,NY,"Joan Baez (festival_performer), Kris Kristofferson (festival_performer)",False
494,2011-11-10,Madison Square Garden,New York,NY,Further (headliner),False
495,2011-11-19,Beacon Theatre,New York,NY,John Fogerty (headliner),False
496,2011-11-26,Mohegan Sun Arena,Uncasville,CT,Bob Seger (headliner),True
497,2011-12-01,Madison Square Garden,New York,NY,Bob Seger (guest: Bruce Springsteen) (headliner),True
498,2011-12-09,Convention Hall,Asbury Park,NJ,Gaslight Anthem (guest: Bruce Springsteen) (headliner),True
499,2011-12-10,Stone Pony,Asbury Park,NJ,"Jesse Malin (festival_performer), St. Marks Social (festival_performer)",False
5,1994-07-24,Giants Stadium,East Rutherford,NJ,"Elton John (festival_performer), Billy Joel (festival_performer)",True
50,1997-10-16,Giants Stadium,East Rutherford,NJ,"The Rolling Stones (headliner), Foo Fighters (opener)",True
500,2011-12-16,Tarrytown Music Hall,Tarrytown,NY,Lyle Lovett (headliner),False
501,2012-02-16,NYCB Theatre at Westbury,Westbury,NY,Peter Frampton (headliner),True
502,2012-02-28,Madison Square Garden,New York,NY,Van Halen (headliner),True
503,2012-04-03,Riviera Theatre,Chicago,IL,Noel Gallagher's High Flying Birds (headliner),True
504,2012-04-09,Madison Square Garden,New York,NY,Bruce Springsteen (headliner),True
505,2012-04-16,MVP Arena,Albany,NY,Bruce Springsteen (headliner),True
506,2012-04-18,Irving Plaza,New York,NY,Steel Panther (headliner),True
507,2012-05-02,Prudential Center,Newark,NJ,Bruce Springsteen (headliner),True
508,2012-06-01,Jones Beach Theater,Wantagh,NY,"Brad Paisley (festival_performer), The Band Perry (festival_performer), Easton Corbin (festival_performer)",False
509,2012-06-12,Jones Beach Theater,Wantagh,NY,Dave Matthews Band (headliner),True
51,1997-11-21,Roseland,New York,NY,"311 (festival_performer), Sugar Ray (festival_performer)",False
510,2012-06-22,Rockefeller Plaza,New York,NY,Kenny Chesney (headliner),False
511,2012-07-01,Nassau Coliseum,Uniondale,NY,Aerosmith with Cheap Trrick (headliner),False
512,2012-08-01,Pier A Park,Hoboken,NJ,"Mumford & Sons (headliner), Dawes (opener)",True
513,2012-08-13,MetLife Stadium,East Rutherford,NJ,"Kenny Chesney (festival_performer), Tim McGraw (festival_performer)",False
514,2012-08-18,Gillette Stadium,Foxborough,MA,Bruce Springsteen (headliner),True
515,2012-08-30,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
516,2012-09-02,Citizens Bank Park,Philadelphia,PA,Bruce Springsteen (headliner),True
517,2012-09-19,MetLife Stadium,East Rutherford,NJ,Bruce Springsteen (headliner),True
518,2012-09-21,MetLife Stadium,East Rutherford,NJ,Bruce Springsteen (headliner),True
519,2012-09-22,MetLife Stadium,East Rutherford,NJ,Bruce Springsteen (headliner),True
52,1997-11-23,O'Neill Theater Center,Waterford,CT,The Wallflowers (headliner),False
520,2012-10-03,Izod Center,East Rutherford,NJ,Love for Levon (headliner),False
521,2012-10-07,Tarrytown Music Hall,Tarrytown,NY,John Hiatt (headliner),False
522,2012-10-09,Ridgefield Playhouse,Ridgefield,CT,Todd Rundgren (headliner),False
523,2012-10-11,Capitol Theatre,Port Chester,NY,Warren Haynes - Solo (headliner),False
524,2012-10-17,Beacon Theatre,New York,NY,"Crosby, Stills and Nash (headliner)",True
525,2012-10-18,Webster Hall,New York,NY,Ryan Bingham (headliner),True
526,2012-10-25,XL Center,Hartford,CT,Bruce Springsteen (headliner),True
527,2012-11-18,Izod Center,East Rutherford,NJ,Zac Brown Band with Blackberry Smoke (headliner),False
528,2012-11-21,City Winery,New York,NY,John Hiatt (headliner),True
529,2012-12-01,Izod Center,East Rutherford,NJ,Dave Matthews Band (headliner),True
53,1997-12-12,Hammerstein,New York,NY,"George Thorogood (festival_performer), the Destroyers (festival_performer)",True
530,2012-12-12,Madison Square Garden,New York,NY,"Bruce Springsteen (festival_performer), Paul McCartney (festival_performer), The Rolling Stones (festival_performer), The Who (festival_performer), Blly Joel (festival_performer), Roger Waters (festival_performer), Chris Martin (festival_performer), Bon Jovi (festival_performer), Eric Clapton (festival_performer)",True
531,2013-01-19,Paramount Theatre,Asbury Park,NJ,"Light of Day 13: D'Urso (festival_performer), Grushecky (festival_performer), Malin (festival_performer), Nile (festival_performer), Love (festival_performer)",True
532,2013-01-20,NA,Newtown,CT,"Bernie Williams (festival_performer), Ed Kawalczyk (festival_performer), Johhny Winter (festival_performer), Southside Johnny (festival_performer), Richie Scarlett (festival_performer)",False
533,2013-02-12,Barclays Center,Brooklyn,NY,Mumford & Sons (festival_performer),True
534,2013-04-16,Barclays Center,Brooklyn,NY,Bob Seger (headliner),True
535,2013-05-26,Beacon Theatre,New York,NY,"Tom Petty (festival_performer), Heartbreakers (festival_performer)",True
536,2013-06-08,Barclays Center,Brooklyn,NY,Paul McCartney (headliner),True
537,2013-05-15,NYCB Theatre at Westbury,Westbury,NY,ZZ Top (headliner),True
538,2013-05-17,Beacon Theatre,New York,NY,Joe Bonamassa (headliner),True
539,2013-05-16,USA Upfront,New York,NY,Passion Pit (headliner),False
54,1998-01-16,Paramount Theater at MSG,New York,NY,"Bob Dylan (festival_performer), Van Morrison (festival_performer)",True
540,2013-05-18,The Meadowlands,East Rutherford,NJ,"Brad Paisley (festival_performer), Chris Young (festival_performer)",True
541,2013-06-02,Capitol Theatre,Port Chester,NY,Weird Al Yankovic (headliner),True
542,2013-06-23,Jones Beach Theater,Wantagh,NY,Rush (headliner),True
543,2013-07-12,NYCB Theatre at Westbury,Westbury,NY,Melissa Etheridge (headliner),True
544,2013-07-19,Hartford HealthCare Amphitheater,Bridgeport,CT,"Bob Dylan (headliner), My Morning Jacket & Wilco (opener)",True
545,2013-07-21,Tarrytown Music Hall,Tarrytown,NY,Lyle Lovett (headliner),True
546,2013-07-25,Bowery,New York,NY,Will Hoge (headliner),False
547,2013-07-27,MetLife Stadium,East Rutherford,NJ,"Bon Jovi (festival_performer), J. Geils Band (festival_performer)",True
548,2013-08-03,PNC Bank Arts Center,Holmdel,NJ,OAR (headliner),True
549,2013-08-09,Ridgefield Playhouse,Ridgefield,CT,John Hiatt (headliner),True
55,1998-01-25,Towne Crier,Beacon,NY,Luther Guitar Johnson (headliner),False
550,2013-08-10,MetLife Stadium,East Rutherford,NJ,"Kenny Chesney (festival_performer), Eric Church (festival_performer)",True
551,2013-08-15,Today Show Plaza at Rockefeller Center,New York,NY,Jimmy Buffett (headliner),True
552,2013-08-22,Jones Beach Theater,Wantagh,NY,Jimmy Buffett (headliner),True
553,2013-10-16,Bell House,Brooklyn,NY,Will Hoge (headliner),False
554,2013-10-19,Barclays Center,Brooklyn,NY,Pearl Jam (headliner),True
555,2013-12-04,Madison Square Garden,New York,NY,Elton John (headliner),True
556,2013-12-09,Madison Square Garden,New York,NY,"Rod Stewart (festival_performer), Steve Winwood (festival_performer)",True
557,2013-12-12,Tilles Center,Brookville,NY,Bryan Adams (headliner),False
558,2013-12-31,Barclays Center,Brooklyn,NY,Billy Joel (headliner),True
559,2014-01-14,Studio 6H at 30 Rock,New York,NY,Bruce Springsteen & the E Street Band (headliner),False
56,1998-01-29,Nassau Coliseum,Uniondale,NY,Billy Joel (headliner),True
560,2014-01-18,Paramount Theatre,Asbury Park,NJ,"Light of Day: 14 Bruce Springsteen (festival_performer), Joe Grushecky (festival_performer), Jesse Malin (festival_performer), Joe D'Urso (festival_performer), Johnny Reznik (festival_performer)",False
561,2014-01-19,Tarrytown Music Hall,Tarrytown,NY,"Lyle Lovett (festival_performer), John Hiatt (festival_performer)",False
562,2014-01-27,Madison Square Garden,New York,NY,Billy Joel (headliner),True
563,2014-01-29,Madison Square Garden,New York,NY,"Keith Urban (festival_performer), Little Big Town (festival_performer)",True
564,2014-02-01,Capitol Theatre,Port Chester,NY,"Steve Earle (festival_performer), Robert Earl Keen (festival_performer)",False
565,2014-02-03,Madison Square Garden,New York,NY,Billy Joel (headliner),True
566,2014-02-14,Madison Square Garden,New York,NY,Kings of Leon (headliner),True
567,2014-03-06,Madison Square Garden,New York,NY,"Sting (festival_performer), Paul Simon (festival_performer)",True
568,2014-03-19,Iridium Jazz Club,New York,NY,Lee DeWyze (headliner),False
569,2014-03-19,Iridium Jazz Club,New York,NY,Lee DeWyze (headliner),False
57,1998-02-02,Nassau Coliseum,Uniondale,NY,Billy Joel (headliner),True
570,2014-03-21,Madison Square Garden,New York,NY,Billy Joel (headliner),True
571,2014-04-02,Roseland,New York,NY,Lady Gaga (headliner),True
572,2014-04-10,Barclays Center,Brooklyn,NY,"Bruce Springsteen (festival_performer), Peter Gabriel (festival_performer), Hall & Oates (festival_performer), Nirvana (festival_performer), Cat Stevens (festival_performer), Stevie Nicks (festival_performer), Emmylou Harries (festival_performer), Bonnie Raitt (festival_performer), Carrie Underwood (festival_performer)",False
573,2014-04-18,Madison Square Garden,New York,NY,Billy Joel (headliner),True
574,2014-05-13,MVP Arena,Albany,NY,Bruce Springsteen & the E Street Band (headliner),False
575,2014-05-17,Mohegan Sun Arena,Uncasville,CT,Bruce Springsteen & the E Street Band (headliner),False
576,2014-05-18,Mohegan Sun Arena,Uncasville,CT,Bruce Springsteen & the E Street Band (headliner),False
