Concert ID,Date,Venue,City,State,Festival Name,Headliners,Openers,Other Artists,Total Artists,Has Setlist
474,2011-03-27,Radio City Music Hall,New York,NY,,Further,,,1,False
475,2011-04-19,City Winery,New York,NY,Multi-Artist Show,,,"Ryan Bingham, Terry Allen; Joe Ely",2,False
476,2011-05-06,Nassau Coliseum,Uniondale,NY,,Bon Jovi,,,1,True
477,2011-05-12,Beacon Theatre,New York,NY,,Warren Haynes Band,,,1,True
478,2011-05-19,NYCB Theatre at Westbury,Westbury,NY,,Chicago,,,1,True
479,2011-06-04,The Meadowlands,East Rutherford,NJ,Multi-Artist Show,,,Brad Paisley with Blake Shelton; Jerrod Neimann,2,False
48,1997-08-06,Madison Square Garden,New York,NY,,Aerosmith,,,1,True
480,2011-06-18,NYCB Theatre at Westbury,Westbury,NY,,Kenny Loggins,,,1,True
481,2011-06-29,Gramercy Theatre,New York,NY,,Lee DeWyze,,,1,False
482,2011-07-09,Mohegan Sun Arena,Uncasville,CT,,Keith Urban,,,1,True
483,2011-07-15,Yankee Stadium,Bronx,NY,,Paul McCartney,,,1,True
484,2011-07-16,Yankee Stadium,Bronx,NY,,Paul McCartney,,,1,True
485,2011-07-20,MetLife Stadium,East Rutherford,NJ,,U2,,,1,True
486,2011-08-12,City Winery,New York,NY,,John Hiatt,,,1,False
487,2011-08-13,The Meadowlands,East Rutherford,NJ,,Kenny Chesney/Zac Brown Band,,,1,False
488,2011-08-19,Jones Beach Theater,Wantagh,NY,,Jimmy Buffett,,,1,True
489,2011-08-23,Jones Beach Theater,Wantagh,NY,,Lynyrd Skynyrd/Doobie Brothers,,,1,False
49,1997-08-08,Great South Bay Music Festival,Oakdale,NY,,Jethro Tull,,,1,True
490,2011-08-28,Ives Concert Park,Danbury,CT,,ZZ Top,,,1,False
491,2011-08-31,Beacon Theatre,New York,NY,,"Crosby, Stills and Nash",,,1,True
492,2011-11-04,Beacon Theatre,New York,NY,,Joe Bonamassa,,,1,True
493,2011-11-08,Beacon Theatre,New York,NY,Multi-Artist Show,,,Joan Baez; Kris Kristofferson,2,False
494,2011-11-10,Madison Square Garden,New York,NY,,Further,,,1,False
495,2011-11-19,Beacon Theatre,New York,NY,,John Fogerty,,,1,False
496,2011-11-26,Mohegan Sun Arena,Uncasville,CT,,Bob Seger,,,1,True
497,2011-12-01,Madison Square Garden,New York,NY,,Bob Seger (guest: Bruce Springsteen),,,1,True
498,2011-12-09,Convention Hall,Asbury Park,NJ,,Gaslight Anthem (guest: Bruce Springsteen),,,1,True
499,2011-12-10,Stone Pony,Asbury Park,NJ,Multi-Artist Show,,,Jesse Malin; St. Marks Social,2,False
5,1994-07-24,Giants Stadium,East Rutherford,NJ,Multi-Artist Show,,,Elton John; Billy Joel,2,True
50,1997-10-16,Giants Stadium,East Rutherford,NJ,,The Rolling Stones,Foo Fighters,,2,True
500,2011-12-16,Tarrytown Music Hall,Tarrytown,NY,,Lyle Lovett,,,1,False
501,2012-02-16,NYCB Theatre at Westbury,Westbury,NY,,Peter Frampton,,,1,True
502,2012-02-28,Madison Square Garden,New York,NY,,Van Halen,,,1,True
503,2012-04-03,Riviera Theatre,Chicago,IL,,Noel Gallagher's High Flying Birds,,,1,True
504,2012-04-09,Madison Square Garden,New York,NY,,Bruce Springsteen,,,1,True
505,2012-04-16,MVP Arena,Albany,NY,,Bruce Springsteen,,,1,True
506,2012-04-18,Irving Plaza,New York,NY,,Steel Panther,,,1,True
507,2012-05-02,Prudential Center,Newark,NJ,,Bruce Springsteen,,,1,True
508,2012-06-01,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Brad Paisley; The Band Perry; Easton Corbin,3,False
509,2012-06-12,Jones Beach Theater,Wantagh,NY,,Dave Matthews Band,,,1,True
51,1997-11-21,Roseland,New York,NY,Multi-Artist Show,,,311; Sugar Ray,2,False
510,2012-06-22,Rockefeller Plaza,New York,NY,,Kenny Chesney,,,1,False
511,2012-07-01,Nassau Coliseum,Uniondale,NY,,Aerosmith with Cheap Trrick,,,1,False
512,2012-08-01,Pier A Park,Hoboken,NJ,,Mumford & Sons,Dawes,,2,True
513,2012-08-13,MetLife Stadium,East Rutherford,NJ,Multi-Artist Show,,,Kenny Chesney; Tim McGraw,2,False
514,2012-08-18,Gillette Stadium,Foxborough,MA,,Bruce Springsteen,,,1,True
515,2012-08-30,Jones Beach Theater,Wantagh,NY,,Jimmy Buffett,,,1,True
516,2012-09-02,Citizens Bank Park,Philadelphia,PA,,Bruce Springsteen,,,1,True
517,2012-09-19,MetLife Stadium,East Rutherford,NJ,,Bruce Springsteen,,,1,True
518,2012-09-21,MetLife Stadium,East Rutherford,NJ,,Bruce Springsteen,,,1,True
519,2012-09-22,MetLife Stadium,East Rutherford,NJ,,Bruce Springsteen,,,1,True
52,1997-11-23,O'Neill Theater Center,Waterford,CT,,The Wallflowers,,,1,False
520,2012-10-03,Izod Center,East Rutherford,NJ,,Love for Levon,,,1,False
521,2012-10-07,Tarrytown Music Hall,Tarrytown,NY,,John Hiatt,,,1,False
522,2012-10-09,Ridgefield Playhouse,Ridgefield,CT,,Todd Rundgren,,,1,False
523,2012-10-11,Capitol Theatre,Port Chester,NY,,Warren Haynes - Solo,,,1,False
524,2012-10-17,Beacon Theatre,New York,NY,,"Crosby, Stills and Nash",,,1,True
525,2012-10-18,Webster Hall,New York,NY,,Ryan Bingham,,,1,True
526,2012-10-25,XL Center,Hartford,CT,,Bruce Springsteen,,,1,True
527,2012-11-18,Izod Center,East Rutherford,NJ,,Zac Brown Band with Blackberry Smoke,,,1,False
528,2012-11-21,City Winery,New York,NY,,John Hiatt,,,1,True
529,2012-12-01,Izod Center,East Rutherford,NJ,,Dave Matthews Band,,,1,True
53,1997-12-12,Hammerstein,New York,NY,Multi-Artist Show,,,George Thorogood; the Destroyers,2,True
530,2012-12-12,Madison Square Garden,New York,NY,12-12-12 Concert For Sandy Relief,,,Bruce Springsteen; Paul McCartney; The Rolling Stones; The Who; Blly Joel; Roger Waters; Chris Martin; Bon Jovi; Eric Clapton,9,True
531,2013-01-19,Paramount Theatre,Asbury Park,NJ,Multi-Artist Show,,,Light of Day 13: D'Urso; Grushecky; Malin; Nile; Love,5,True
532,2013-01-20,NA,Newtown,CT,Newtown Benefit,,,Bernie Williams; Ed Kawalczyk; Johhny Winter; Southside Johnny; Richie Scarlett,5,False
533,2013-02-12,Barclays Center,Brooklyn,NY,Multi-Artist Show,,,Mumford & Sons,1,True
534,2013-04-16,Barclays Center,Brooklyn,NY,,Bob Seger,,,1,True
535,2013-05-26,Beacon Theatre,New York,NY,Multi-Artist Show,,,Tom Petty; Heartbreakers,2,True
536,2013-06-08,Barclays Center,Brooklyn,NY,,Paul McCartney,,,1,True
537,2013-05-15,NYCB Theatre at Westbury,Westbury,NY,,ZZ Top,,,1,True
538,2013-05-17,Beacon Theatre,New York,NY,,Joe Bonamassa,,,1,True
539,2013-05-16,USA Upfront,New York,NY,,Passion Pit,,,1,False
54,1998-01-16,Paramount Theater at MSG,New York,NY,Multi-Artist Show,,,Bob Dylan; Van Morrison,2,True
540,2013-05-18,The Meadowlands,East Rutherford,NJ,Multi-Artist Show,,,Brad Paisley; Chris Young,2,True
541,2013-06-02,Capitol Theatre,Port Chester,NY,,Weird Al Yankovic,,,1,True
542,2013-06-23,Jones Beach Theater,Wantagh,NY,,Rush,,,1,True
543,2013-07-12,NYCB Theatre at Westbury,Westbury,NY,,Melissa Etheridge,,,1,True
544,2013-07-19,Hartford HealthCare Amphitheater,Bridgeport,CT,,Bob Dylan,My Morning Jacket & Wilco,,2,True
545,2013-07-21,Tarrytown Music Hall,Tarrytown,NY,,Lyle Lovett,,,1,True
546,2013-07-25,Bowery,New York,NY,,Will Hoge,,,1,False
547,2013-07-27,MetLife Stadium,East Rutherford,NJ,Multi-Artist Show,,,Bon Jovi; J. Geils Band,2,True
548,2013-08-03,PNC Bank Arts Center,Holmdel,NJ,,OAR,,,1,True
549,2013-08-09,Ridgefield Playhouse,Ridgefield,CT,,John Hiatt,,,1,True
55,1998-01-25,Towne Crier,Beacon,NY,,Luther Guitar Johnson,,,1,False
550,2013-08-10,MetLife Stadium,East Rutherford,NJ,Multi-Artist Show,,,Kenny Chesney; Eric Church,2,True
551,2013-08-15,Today Show Plaza at Rockefeller Center,New York,NY,,Jimmy Buffett,,,1,True
552,2013-08-22,Jones Beach Theater,Wantagh,NY,,Jimmy Buffett,,,1,True
553,2013-10-16,Bell House,Brooklyn,NY,,Will Hoge,,,1,False
554,2013-10-19,Barclays Center,Brooklyn,NY,,Pearl Jam,,,1,True
555,2013-12-04,Madison Square Garden,New York,NY,,Elton John,,,1,True
556,2013-12-09,Madison Square Garden,New York,NY,Multi-Artist Show,,,Rod Stewart; Steve Winwood,2,True
557,2013-12-12,Tilles Center,Brookville,NY,,Bryan Adams,,,1,False
558,2013-12-31,Barclays Center,Brooklyn,NY,,Billy Joel,,,1,True
559,2014-01-14,Studio 6H at 30 Rock,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
56,1998-01-29,Nassau Coliseum,Uniondale,NY,,Billy Joel,,,1,True
560,2014-01-18,Paramount Theatre,Asbury Park,NJ,Multi-Artist Show,,,Light of Day: 14 Bruce Springsteen; Joe Grushecky; Jesse Malin; Joe D'Urso; Johnny Reznik,5,False
561,2014-01-19,Tarrytown Music Hall,Tarrytown,NY,Multi-Artist Show,,,Lyle Lovett; John Hiatt,2,False
562,2014-01-27,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
563,2014-01-29,Madison Square Garden,New York,NY,Multi-Artist Show,,,Keith Urban; Little Big Town,2,True
564,2014-02-01,Capitol Theatre,Port Chester,NY,Multi-Artist Show,,,Steve Earle; Robert Earl Keen,2,False
565,2014-02-03,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
566,2014-02-14,Madison Square Garden,New York,NY,,Kings of Leon,,,1,True
567,2014-03-06,Madison Square Garden,New York,NY,Multi-Artist Show,,,Sting; Paul Simon,2,True
568,2014-03-19,Iridium Jazz Club,New York,NY,,Lee DeWyze,,,1,False
569,2014-03-19,Iridium Jazz Club,New York,NY,,Lee DeWyze,,,1,False
57,1998-02-02,Nassau Coliseum,Uniondale,NY,,Billy Joel,,,1,True
570,2014-03-21,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
571,2014-04-02,Roseland,New York,NY,,Lady Gaga,,,1,True
572,2014-04-10,Barclays Center,Brooklyn,NY,Multi-Artist Show,,,Bruce Springsteen; Peter Gabriel; Hall & Oates; Nirvana; Cat Stevens; Stevie Nicks; Emmylou Harries; Bonnie Raitt; Carrie Underwood,9,False
573,2014-04-18,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
574,2014-05-13,MVP Arena,Albany,NY,,Bruce Springsteen & the E Street Band,,,1,False
575,2014-05-17,Mohegan Sun Arena,Uncasville,CT,,Bruce Springsteen & the E Street Band,,,1,False
576,2014-05-18,Mohegan Sun Arena,Uncasville,CT,,Bruce Springsteen & the E Street Band,,,1,False
577,2014-05-23,Jones Beach Theater,Wantagh,NY,,Barry Gibb,,,1,True
578,2014-06-10,Radio City Music Hall,New York,NY,Multi-Artist Show,,,Willie Nelson; Alison Krauss; Kacey Musgraves,3,True
579,2014-06-19,The Town Hall,New York,NY,,Paul Rodgers Royal Sessions Live,,,1,False
58,1998-02-16,Nassau Coliseum,Uniondale,NY,,Billy Joel,,,1,True
580,2014-06-21,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
581,2014-06-25,Jones Beach Theater,Wantagh,NY,,Lionel Richie,,,1,True
582,2014-06-29,Tappan Park,Staten Island,NY,Multi-Artist Show,,,Rockland Bergen: Willie Nile; Joe D'Urso; Jesse Malin; John Eddie,4,False
583,2014-07-02,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
584,2014-07-03,Ridgefield Playhouse,Ridgefield,CT,Multi-Artist Show,,,John Hiatt; Robert Cray Band,2,False
585,2014-07-05,MVP Arena,Albany,NY,,Paul McCartney,,,1,True
586,2014-07-10,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Aerosmith; Slash,2,True
587,2014-07-17,Madison Square Garden,New York,NY,,Queen + Adam Lambert,,,1,True
588,2014-07-21,Highline Ballroom,New York,NY,,Keith Urban,,,1,True
589,2014-08-05,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,John Fogerty; Jackson Browne,2,True
59,1998-03-21,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
590,2014-08-06,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,KISS; Def Leppard,2,True
591,2014-08-16,The Meadowlands,East Rutherford,NJ,,Keith Urban,,,1,True
592,2014-08-21,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Jimmy Buffett; Coral Reefer Band,2,False
593,2014-08-23,Beacon Theatre,New York,NY,,Lyle Lovett,,,1,False
594,2014-09-10,Madison Square Garden,New York,NY,,Tom Petty & the Heartbreakers,Steve Winwood,,2,True
595,2014-09-13,XL Center,Hartford,CT,,Tom Petty & the Heartbreakers,Steve Winwood,,2,True
596,2014-09-14,Barclays Center,Brooklyn,NY,,Luke Bryan,,,1,True
597,2014-09-17,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
598,2014-09-18,Madison Square Garden,New York,NY,,The Eagles,,,1,True
599,2014-09-21,Tarrytown Music Hall,Tarrytown,NY,Multi-Artist Show,,,John Hiatt; Rick Brantley,2,False
6,1994-08-14,Giants Stadium,East Rutherford,NJ,,The Rolling Stones,Counting Crows,,2,True
60,1998-04-18,Madison Square Garden,New York,NY,,Eric Clapton,,,1,True
600,2014-09-25,Palladium Times Square,New York,NY,Multi-Artist Show,,,"Kip Moore, Sam Hunt; Charlie Worshem",2,False
601,2014-09-26,Capitol Theatre,Port Chester,NY,Multi-Artist Show,,,Steve Earle; Shawn Colvin,2,False
602,2014-10-07,Madison Square Garden,New York,NY,,Fleetwood Mac,,,1,True
603,2014-10-09,Today Show Plaza at Rockefeller Center,New York,NY,,Fleetwood Mac,,,1,True
604,2014-10-13,City Winery,New York,NY,,John Hiatt,,,1,True
605,2014-10-17,Madison Square Garden,New York,NY,Multi-Artist Show,,,Eric Church; Dwight Yoakam,2,True
606,2014-11-05,The Theater at Madison Square Garden,New York,NY,,Bruce Springsteen: Stand Up For Heroes,,,1,False
607,2014-11-14,Palladium Times Square,New York,NY,,Chris Young,,,1,True
608,2014-11-25,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
609,2014-12-01,Times Square,New York,NY,Multi-Artist Show,,,Bruce Springsteen with U2; Carrie Underwood; Chris Martin; Kanye West,4,True
61,1998-05-13,Turning Point,Piermont,NY,,Richie Havens,,,1,False
610,2014-12-05,Madison Square Garden,New York,NY,,James Taylor,,,1,True
611,2014-12-18,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
612,2014-12-19,Madison Square Garden,New York,NY,,Bob Seger,,,1,True
613,2014-12-31,Barclays Center,Brooklyn,NY,,Elton John,,,1,True
614,2015-04-03,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
615,2015-04-07,Le Poisson Rouge,New York,NY,Multi-Artist Show,,,Mumford & Sons,1,True
616,2015-04-10,SubCulture,New York,NY,,Lee DeWyze,,,1,False
617,2015-04-21,Carnegie Hall,New York,NY,,John Mellencamp,,,1,True
618,2015-04-24,Capitol Theatre,Port Chester,NY,,Steve Winwood,,,1,True
619,2015-04-25,Mohegan Sun Arena,Uncasville,CT,,Kenny Chesney with Chase Rice,,,1,False
62,1998-05-15,Fleet Center,Boston,MA,,Elton John,,,1,True
620,2015-04-30,Capitol Theatre,Port Chester,NY,Multi-Artist Show,,,John Hiatt; Lyle Lovett,2,True
621,2015-05-02,Prudential Center,Newark,NJ,,Eric Church,,,1,True
622,2015-05-03,Madison Square Garden,New York,NY,,Eric Clapton (70th Birthday bash),,,1,True
623,2015-05-17,Ossining Public Library,Ossining,NY,,Willie Nile,,,1,False
624,2015-05-26,Barclays Center,Brooklyn,NY,Multi-Artist Show,,,The Who; Joan Jett,2,True
625,2015-05-28,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
626,2015-05-29,Jones Beach Theater,Wantagh,NY,,Lady Antebellum with Hunter Hayes and Sam Hunt,,,1,False
627,2015-06-06,Bowery,New York,NY,,Will Hoge,,,1,True
628,2015-06-17,Radio City Music Hall,New York,NY,Multi-Artist Show,,,Amos Lee; David Gray,2,True
629,2015-06-20,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
63,1998-05-16,Fleet Center,Boston,MA,,Elton John,,,1,True
630,2015-06-22,Beacon Theatre,New York,NY,,Bryan Adams,,,1,True
631,2015-06-24,Radio City Music Hall,New York,NY,,John Fogerty,,,1,True
632,2015-06-27,Stone Pony,Asbury Park,NJ,,Jesse Malin,,,1,False
633,2015-06-29,Madison Square Garden,New York,NY,,Rush,,,1,True
634,2015-06-30,Madison Square Garden,New York,NY,,Shania Twain,,,1,True
635,2015-07-01,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
636,2015-07-18,Madison Square Garden,New York,NY,,U2,,,1,True
637,2015-07-22,Madison Square Garden,New York,NY,,U2,,,1,True
638,2015-07-23,Madison Square Garden,New York,NY,,U2,,,1,True
639,2016-07-25,The Meadowlands,East Rutherford,NJ,,Brad Paisley with Justin Moore,,,1,False
64,1998-05-22,Madison Square Garden,New York,NY,,Van Halen 3 (Cherone) / Creed,,,1,False
640,2015-08-04,Nassau Coliseum,Uniondale,NY,,Billy Joel,,,1,True
641,2015-08-07,Today Show Plaza at Rockefeller Center,New York,NY,,Keith Urban,,,1,True
642,2015-08-09,Damrosch Park at Lincoln Center,New York,NY,Multi-Artist Show,,,Lyle Lovett; His Big Band,2,False
643,2015-08-13,Jones Beach Theater,Wantagh,NY,,Van Halen,,,1,True
644,2015-08-14,Wonder Bar,Asbury Park,NJ,,Will Hoge,,,1,True
645,2015-08-15,MetLife Stadium,East Rutherford,NJ,Multi-Artist Show,,,Kenny Chesney; Jason Aldean,2,True
646,2015-08-18,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Jimmy Buffett; the Coral Reefer Band with Huey Lewis,2,True
647,2015-08-22,Citi Field,Queens,NY,,Zac Brown Band,,,1,True
648,2015-08-26,MetLife Stadium,East Rutherford,NJ,,ACDC,,,1,True
649,2015-08-29,Klein Memorial Auditorium,Bridgeport,CT,Multi-Artist Show,,,John Hiatt; Taj Mahal,2,False
65,1998-06-07,Giants Stadium,East Rutherford,NJ,,Dave Matthews Band,Ben Folds Five & Beck,,2,True
650,2015-09-06,Saratoga Performing Arts Center,Saratoga Springs,NY,,Zac Brown Band with Drake White,,,1,False
651,2015-09-10,Melrose Ballroom,Long Island City,NY,,Steven Tyler,,,1,True
652,2015-09-15,Capitol Theatre,Port Chester,NY,,Jackson Browne,,,1,True
653,2015-09-17,Capitol Theatre,Port Chester,NY,Multi-Artist Show,,,Robert Plant; Sensational Space Shifters,2,True
654,2015-09-18,Capitol Theatre,Port Chester,NY,,The Doobie Brothers,,,1,True
655,2015-09-24,Tarrytown Music Hall,Tarrytown,NY,Multi-Artist Show,,,Steve Earle; The Dukes with The Mastersons,2,True
656,2015-09-26,Central Park,New York,NY,Pearl Jam,,,Global Citizen Festival with Beyonce; Sheeran,2,True
657,2015-10-01,Capitol Theatre,Port Chester,NY,,Warren Haynes + Chris Stapleton,,,1,False
658,2015-10-11,XL Center,Hartford,CT,,Stevie Wonder,,,1,True
659,2015-10-29,MVP Arena,Albany,NY,,Dead and Company,,,1,True
66,1998-06-27,PNC Bank Arts Center,Holmdel,NJ,,John Fogerty,,,1,True
660,2015-11-01,Madison Square Garden,New York,NY,,Dead and Company,,,1,False
661,2015-11-03,Capitol Theatre,Port Chester,NY,,Don Henley (w. Shawn Colvin),,,1,True
662,2015-11-07,The Theater at Madison Square Garden,New York,NY,,Bruce Springsteen,,,1,False
663,2015-11-19,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
664,2015-11-20,Irving Plaza,New York,NY,,Jeff Lynne's ELO,,,1,True
665,2015-12-05,The Theater at Madison Square Garden,New York,NY,,"John Lennon 75th Birthday: Steven Tyler, Fogerty",,,1,False
666,2015-12-31,Barclays Center,Brooklyn,NY,Multi-Artist Show,,,Jimmy Buffett; the Coral Reefer Band with Huey Lewis,2,True
667,2016-01-07,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
668,2016-01-22,Carnegie Hall,New York,NY,,Joe Bonamassa,,,1,True
669,2016-01-27,Madison Square Garden,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
67,1998-07-11,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,Chicago and Hall; Oates,2,False
670,2016-01-31,Prudential Center,Newark,NJ,,Bruce Springsteen & the E Street Band,,,1,False
671,2016-02-08,MVP Arena,Albany,NY,,Bruce Springsteen & the E Street Band,,,1,False
672,2016-02-10,XL Center,Hartford,CT,,Bruce Springsteen & the E Street Band,,,1,False
673,2016-02-12,Wells Fargo Center,Philadelphia,PA,,Bruce Springsteen & the E Street Band,,,1,False
674,2016-02-13,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
675,2016-02-27,DCU Center,Worcester,MA,,Garth Brooks w. Trisha Yearwood,,,1,True
676,2016-03-02,Radio City Music Hall,New York,NY,Multi-Artist Show,,,Elton John; Katy Perry; Andra Day,3,True
677,2016-03-03,Madison Square Garden,New York,NY,Multi-Artist Show,,,The Who; Joan Jett,2,True
678,2016-03-28,Madison Square Garden,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
679,2016-04-02,Billy Bob's Texas,Fort Worth,TX,,Montgomery gentry,,,1,False
68,1998-07-18,Izod Center,East Rutherford,NJ,Multi-Artist Show,,,Page; Plant,2,True
680,2016-04-08,Barclays Center,Brooklyn,NY,Multi-Artist Show,,,Rock Hall of Fame: Cheap Trick; Chicago; Steve Miller; Deep Purple,4,True
681,2016-04-09,Capitol Theatre,Port Chester,NY,,Avett Brothers,,,1,True
682,2016-04-11,Madison Square Garden,New York,NY,,David Gilmour,,,1,True
683,2016-04-12,Madison Square Garden,New York,NY,,David Gilmour,,,1,True
684,2016-04-15,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
685,2016-04-16,Oakdale Theatre,Wallingford,CT,,Huey Lewis  The News,,,1,True
686,2016-04-19,Capitol Theatre,Port Chester,NY,,Steely Dan,,,1,True
687,2016-04-23,Barclays Center,Brooklyn,NY,,Bruce Springsteen & the E Street Band,,,1,False
688,2016-04-25,Barclays Center,Brooklyn,NY,,Bruce Springsteen & the E Street Band,,,1,False
689,2016-04-29,Peekskill Paramount,Peekskill,NY,Multi-Artist Show,,,John Hiatt; Rick Brantley,2,False
69,1998-07-22,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,Lynyrd Skynyrd; .38 Special,2,False
690,2016-05-01,Madison Square Garden,New York,NY,,Pearl Jam,,,1,True
691,2016-05-02,Madison Square Garden,New York,NY,,Pearl Jam,,,1,True
692,2016-05-04,Stage 48,New York,NY,,Keith Urban,,,1,True
693,2016-05-05,Beacon Theatre,New York,NY,,Jerry Seinfeld,,,1,False
694,2016-05-10,Ridgefield Playhouse,Ridgefield,CT,Multi-Artist Show,,,John Hiatt; Rick Brantley,2,True
695,2016-05-27,Capitol Theatre,Port Chester,NY,Multi-Artist Show,,,Phil Lesh; Friends (W. Warren Haynes),2,True
696,2016-06-10,Webster Hall,New York,NY,,Mudcrutch,,,1,True
697,2016-06-11,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,Bad Company; Joe Walsh,2,True
698,2016-06-14,Capitol Theatre,Port Chester,NY,,Mudcrutch,,,1,True
699,2016-06-16,Total Mortgage Arena,Bridgeport,CT,,Hall & Oates,,,1,True
7,1994-12-02,Nassau Coliseum,Uniondale,NY,,Green Day,,,1,True
70,1998-07-31,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,HORDE (Blues Traveler; Barenaked Ladies & Gov't Mule; Paula Cole; Ben Harper),4,False
700,2016-06-17,Forest Hills Stadium,Forest Hills,NY,Multi-Artist Show,,,Mumford & Sons,1,True
701,2016-06-25,Citi Field,Queens,NY,,Dead and Company,,,1,True
702,2016-06-26,Citi Field,Queens,NY,,Dead and Company,,,1,True
703,2016-07-08,Yankee Stadium,Bronx,NY,,Garth Brooks,,,1,True
704,2016-07-09,Yankee Stadium,Bronx,NY,,Garth Brooks,,,1,True
705,2016-07-16,PNC Bank Arts Center,Holmdel,NJ,,Keith Urban,,,1,True
706,2016-07-20,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
707,2016-07-23,MetLife Stadium,East Rutherford,NJ,Multi-Artist Show,,,Guns; Roses,2,True
708,2016-08-04,Jones Beach Theater,Wantagh,NY,,Brad Paisley,Tyler Farr,,2,True
709,2016-08-07,MetLife Stadium,East Rutherford,NJ,,Paul McCartney,,,1,True
71,1998-09-10,Madison Square Garden,New York,NY,,Pearl Jam,,,1,True
710,2016-08-08,Rumsey Playfield,New York,NY,,Warren Haynes Jerry Symphonny,,,1,False
711,2016-08-12,The Saint Asbury Park,Asbury Park,NJ,,Will Hoge,,,1,False
712,2016-08-13,City Winery,New York,NY,,Will Hoge,Brian Dunne,,2,True
713,2016-08-19,Citi Field,Queens,NY,,Zac Brown Band,,,1,True
714,2016-08-20,MetLife Stadium,East Rutherford,NJ,Multi-Artist Show,,,Kenny Chesney; Miranda Lambert,2,True
715,2016-08-23,MetLife Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
716,2016-08-25,Jones Beach Theater,Wantagh,NY,,Jimmy Buffett,,,1,True
717,2016-08-30,MetLife Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
718,2016-09-07,Citizens Bank Park,Philadelphia,PA,,Bruce Springsteen & the E Street Band,,,1,False
719,2016-09-09,Citizens Bank Park,Philadelphia,PA,,Bruce Springsteen & the E Street Band,,,1,False
72,1998-09-12,Irving Plaza,New York,NY,,Gov't Mule,,,1,True
720,2016-09-14,Gillette Stadium,Foxborough,MA,,Bruce Springsteen & the E Street Band,,,1,False
721,2016-09-16,Radio City Music Hall,New York,NY,,ELO,,,1,True
722,2016-09-18,Peekskill Paramount,Peekskill,NY,,Donovan,,,1,False
723,2016-09-22,Madison Square Garden,New York,NY,,Adele,,,1,True
724,2016-09-23,Capitol Theatre,Port Chester,NY,Multi-Artist Show,,,Brian Fallon; Ryan Bingham,2,True
725,2016-09-24,Radio City Music Hall,New York,NY,,Weird Al,,,1,True
726,2016-10-07,The Town Hall,New York,NY,,Bruce Springsteen In Conversation,,,1,False
727,2016-10-14,Red Rocks Amphitheatre,Morrison,CO,,Brantley Gilbert with Justin Moore and Colt Ford,,,1,False
728,2016-10-28,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
729,2016-11-01,The Theater at Madison Square Garden,New York,NY,Multi-Artist Show,,,Bruce Springsteen: Stand Up For Heroes (Gaffigan; Seinfeld; CK & Stewart),3,False
73,1998-10-15,Jones Beach Theater,Wantagh,NY,,Aerosmith,,,1,True
730,2016-11-07,Madison Square Garden,New York,NY,,Temple of the Dog,,,1,True
731,2016-11-14,The Theater at Madison Square Garden,New York,NY,,Rascal Flatts,,,1,True
732,2016-11-19,Barclays Center,Brooklyn,NY,,Keith Urban,,,1,True
733,2016-11-21,Bushnell Center for the Performing Arts,Hartford,CT,,Joe Bonamassa,,,1,True
734,2016-11-25,Tarrytown Music Hall,Tarrytown,NY,,Michael Bolton,,,1,False
735,2016-11-30,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
736,2016-12-01,Terminal 5,New York,NY,,Kip Moore,,,1,True
737,2016-12-05,The Town Hall,New York,NY,Multi-Artist Show,,,Steve Earle; Friends,2,True
