Concert ID,Date,Venue,City,State,Festival Name,Headliners,Openers,Other Artists,Total Artists,Has Setlist
210,2004-08-12,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,"Crosby, Stills; Nash",2,False
211,2004-08-24,Jones Beach Theater,Wantagh,NY,,Allman Brothers Band,,,1,True
212,2004-08-28,Mohegan Sun Arena,Uncasville,CT,,Cher,,,1,True
213,2004-09-04,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Jimmy Buffett; Coral Reefer Band,2,False
214,2004-09-18,Madison Square Garden,New York,NY,,Phil Collins,,,1,True
215,2004-10-01,Wells Fargo Center,Philadelphia,PA,,Bruce Springsteen,"John Fogerty, REM, Bright Eyes",,2,True
216,2004-10-13,Izod Center,East Rutherford,NJ,,Bruce Springsteen,"John Fogerty, Patti Scialfa, Jackson Browne, Eddie Vedder",,2,True
217,2004-11-04,Madison Square Garden,New York,NY,,REM,,,1,True
218,2004-11-14,Beacon Theatre,New York,NY,,John Fogerty,,,1,True
219,2004-11-30,Stamford Center for Arts,Stamford,CT,,Hall & Oates,,,1,False
22,1996-07-07,Jones Beach Theater,Wantagh,NY,,Sting,Cowboy Junkies,,2,True
220,2005-02-11,Stamford Center for Arts,Stamford,CT,,Joe Cocker,,,1,False
221,2005-02-19,Stone Pony,Asbury Park,NJ,Multi-Artist Show,,,Joe Grushecky; the Houserockers,2,False
222,2005-03-10,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
223,2005-04-01,CHI Health Center,Omaha,NE,,John Mellencamp,Donovan,,2,True
224,2005-04-08,Izod Center,East Rutherford,NJ,,The Eagles,,,1,True
225,2005-04-29,SNHU Arena,Manchester,NH,,Green Day,,,1,True
226,2005-05-15,CHI Health Center,Omaha,NE,,Green Day,,,1,True
227,2005-05-18,Izod Center,East Rutherford,NJ,,U2,,,1,True
228,2005-05-19,Izod Center,East Rutherford,NJ,,Bruce Springsteen,,,1,True
229,2005-05-22,Wells Fargo Center,Philadelphia,PA,,U2,,,1,True
23,1996-07-13,Paramount Hudson Valley Theater,Peekskill,NY,,Roger McGuinn,,,1,False
230,2005-06-07,Stamford Center for Arts,Stamford,CT,,John Fogerty,,,1,True
231,2005-06-21,Jones Beach Theater,Wantagh,NY,,Tom Petty & The Heartbreakers & Black Crowes,,,1,False
232,2005-06-22,Madison Square Garden,New York,NY,,Oasis,,,1,True
233,2005-07-16,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,John Mellencamp; John Fogerty,2,True
234,2005-07-20,Total Mortgage Arena,Bridgeport,CT,,Bruce Springsteen,,,1,True
235,2005-07-30,Randall's Island Park,New York,NY,Multi-Artist Show,,,Dave Matthews Band; Barenaked Ladies,2,True
236,2005-08-02,Beacon Theatre,New York,NY,Multi-Artist Show,,,"Crosby, Stills; Nash",2,True
237,2005-08-18,BB King Blues Club,New York,NY,Multi-Artist Show,,,Dickey Betts; Great Southern,2,False
238,2005-09-15,Giants Stadium,East Rutherford,NJ,,The Rolling Stones,Alanis Morrisette,,2,True
239,2005-09-30,Madison Square Garden,New York,NY,,Paul McCartney,,,1,True
24,1996-07-20,Madison Square Garden,New York,NY,,The Who,Me'shell N'dge'Ocello,,2,True
240,2005-10-01,Madison Square Garden,New York,NY,,Paul McCartney,,,1,True
241,2005-10-09,Nassau Coliseum,Uniondale,NY,,Bruce Springsteen,,,1,True
242,2005-10-16,Continental Airlines Arena,East Rutherford,NJ,,Queen + Paul Rodgers,,,1,True
243,2005-10-25,Madison Square Garden,New York,NY,,Cream,,,1,True
244,2005-11-17,Continental Airlines Arena,East Rutherford,NJ,,Bruce Springsteen,,,1,True
245,2005-11-21,Madison Square Garden,New York,NY,,U2,Patti Smith,,2,True
246,2005-11-25,Towne Crier,Beacon,NY,,Richie Havens,,,1,False
247,2005-12-09,Madison Square Garden,New York,NY,,Dave Matthews Band,,,1,True
248,2005-11-29,92nd Street Y,New York,NY,,Billy Joel,,,1,False
249,2005-11-22,Continental Airlines Arena,East Rutherford,NJ,,Bon Jovi,,,1,False
25,1996-07-25,Madison Square Garden,New York,NY,,KISS,Dgeneration,,2,False
250,2006-01-20,Mohegan Sun Arena,Uncasville,CT,,Esteban,,,1,False
251,2006-01-23,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
252,2006-01-26,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
253,2006-02-15,Beacon Theatre,New York,NY,Multi-Artist Show,,,Phil Lesh; Friends,2,True
254,2006-03-10,NYCB Theatre at Westbury,Westbury,NY,Multi-Artist Show,,,Leon Russell; Dave Mason,2,False
255,2006-03-12,Nassau Coliseum,Uniondale,NY,,Queen + Paul Rodgers,,,1,True
256,2006-03-25,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
257,2006-04-06,Beacon Theatre,New York,NY,,Bob Weir & Ratdog,,,1,True
258,2006-04-19,Madison Square Garden,New York,NY,,Billy Joel,,,1,True
259,2006-04-20,Convention Hall,Asbury Park,NJ,Multi-Artist Show,,,Bruce Springsteen; the Seeger Sessions Band,2,False
26,1996-07-27,Madison Square Garden,New York,NY,,KISS,Dgeneration,,2,False
260,2006-04-24,The Theater at Madison Square Garden,New York,NY,,Van Morrison,,,1,True
261,2006-05-05,Radio City Music Hall,New York,NY,,INXS,,,1,True
262,2006-06-03,Continental Airlines Arena,East Rutherford,NJ,,Pearl Jam,My Morning Jacket,,2,True
263,2006-06-20,Madison Square Garden,New York,NY,,Tom Petty & the Heartbreakers,Trey Anastasio & Stevie Nicks,,2,True
264,2006-06-22,Madison Square Garden,New York,NY,Multi-Artist Show,,,Bruce Springsteen; the Seeger Sessions Band,2,False
265,2006-06-25,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,Bruce Springsteen; the Seeger Sessions Band,2,False
266,2006-07-01,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Jimmy Buffett; Coral Reefer Band,2,False
267,2006-07-14,Radio City Music Hall,New York,NY,,Bob Weir & Ratdog & String Cheese Incident,,,1,False
268,2006-07-18,Giants Stadium,East Rutherford,NJ,,Bon Jovi,,,1,True
269,2006-07-20,Radio City Music Hall,New York,NY,Multi-Artist Show,,,Ringo Starr & His All Starr Band (Billy Squier; Richard Marx; Rod Argent; Sheila E. & Edgar Winter),4,False
27,1996-08-03,Jones Beach Theater,Wantagh,NY,,Hootie & the Blowfish & John Hiatt,,,1,False
270,2006-07-29,Caesars Palace,Las Vegas,NV,,Elton John,,,1,True
271,2006-08-04,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Counting Crows; Goo Goo Dolls,2,True
272,2006-08-11,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,John Fogerty; Willie Nelson,2,True
273,2006-08-12,The Meadowlands,East Rutherford,NJ,,Tom Petty & the Heartbreakers & Allman Brothers Band,,,1,False
274,2006-08-17,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Steely Dan; Michael McDonald,2,True
275,2006-08-20,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,Crosby; Stills; Nash & Young,3,True
276,2006-09-12,Madison Square Garden,New York,NY,,Roger Waters,,,1,True
277,2006-09-14,Madison Square Garden,New York,NY,Multi-Artist Show,,,Jimmy Buffett; Coral Reefer Band,2,False
278,2006-09-18,Madison Square Garden,New York,NY,,The Who,,,1,True
279,2006-09-26,FYE,New York,NY,,Jerry Lee Lewis,,,1,False
28,1996-08-10,PNC Bank Arts Center,Holmdel,NJ,Multi-Artist Show,,,Lynyrd Skynyrd; The Doobie Brothers,2,False
280,2006-09-27,Giants Stadium,East Rutherford,NJ,Multi-Artist Show,,,The Rolling Stones; Kanye West,2,True
281,2006-09-28,Madison Square Garden,New York,NY,,Eric Clapton,Robert Cray,,2,True
282,2006-09-30,Yonkers,Yonkers,NY,Multi-Artist Show,,,Southside Johnny; the Asbury Jukes,2,False
283,2006-10-11,Radio City Music Hall,New York,NY,,James Blunt,,,1,True
284,2006-10-23,Stamford Center for the Arts,Stamford,CT,Multi-Artist Show,,,Ian Anderson; Orchestra,2,False
285,2006-11-01,Nassau Coliseum,Uniondale,NY,,Elton John,,,1,True
286,2006-11-08,Paramount Hudson Valley Theater,Peekskill,NY,,Donovan,,,1,False
287,2006-11-24,Towne Crier Cafe,Beacon,NY,,Richie Havens,,,1,False
288,2006-11-28,Bridgeport,Bridgeport,CT,Multi-Artist Show,,,The Who; The Pretenders,2,False
289,2006-12-03,Beacon Theatre,New York,NY,,Aerosmith,,,1,True
29,1996-08-23,Jones Beach Theater,Wantagh,NY,,Melissa Etheridge,,,1,False
290,2007-01-25,Madison Square Garden,New York,NY,,Bob Seger & the Silver Bullet Band,,,1,True
291,2007-01-31,Radio City Music Hall,New York,NY,,Rock Star Supernova,"Dilana, Toby Rand and Dave Navarro",,2,False
292,2007-02-08,Madison Square Garden,New York,NY,,Rod Stewart,,,1,True
293,2007-03-14,Webster Hall,New York,NY,,Fab Faux,,,1,False
294,2007-03-24,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
295,2007-03-25,Madison Square Garden,New York,NY,,Elton John,,,1,True
296,2007-04-05,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
297,2007-04-17,MVP Arena,Albany,NY,,Billy Joel,,,1,True
298,2007-04-28,Madison Square Garden,New York,NY,,The Killers,,,1,True
299,2007-05-16,Paramount Hudson Valley Theater,Peekskill,NY,,Stephen Stills,,,1,False
3,1995-08-18,Jones Beach Theater,Wantagh,NY,,Diana Ross,,,1,False
30,1996-08-26,Jones Beach Theater,Wantagh,NY,,Neil Young,Jewel,,2,True
300,2007-05-30,Madison Square Garden,New York,NY,,Roger Waters,,,1,True
301,2007-06-03,FDR State Park,Yorktown Heights,NY,,Richie Havens,,,1,False
302,2007-06-11,Beacon Theatre,New York,NY,,Steely Dan,,,1,True
303,2007-06-20,NYCB Theatre at Westbury,Westbury,NY,,Lynyrd Skynyrd,,,1,False
304,2007-06-29,Jones Beach Theater,Wantagh,NY,,Bob Dylan,,,1,True
305,2007-07-02,Jones Beach Theater,Wantagh,NY,,Rush,,,1,True
306,2007-07-07,Giants Stadium,East Rutherford,NJ,Multi-Artist Show,,,Live Earth (Dave Matthews Band; Roger Waters; The Police; Bon Jovi; Alicia Keys; John Mayer; Melissa Etheridge; Kanye West; Fall Out Boy),9,True
307,,Jones Beach Theater,Wantagh,NY,,ZZ Top,The Pretenders and Stray Cats,,2,False
308,2007-07-28,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Steve Miller Band; The Doobie Brothers,2,True
309,2007-08-05,Giants Stadium,East Rutherford,NJ,,The Police,,,1,True
31,1996-08-31,Jones Beach Theater,Wantagh,NY,,Joe Cocker,"The Radiators, Thunderbirds and Buddy Guy",,2,False
310,2007-08-09,Central Park,New York,NY,,Black Crowes,,,1,True
311,2007-08-21,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Allman Brothers; Ratdog,2,True
312,2007-09-07,Tarrytown Music Hall,Tarrytown,NY,,Roger McGuinn,,,1,False
313,2007-09-16,XL Center,Hartford,CT,,Genesis,,,1,True
314,2007-09-24,Paramount Theatre,Asbury Park,NJ,,Bruce Springsteen & the E Street Band,,,1,False
315,2007-09-28,Today Show Plaza at Rockefeller Center,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
316,2007-10-02,XL Center,Hartford,CT,,Bruce Springsteen & the E Street Band,,,1,False
317,2007-09-18,Madison Square Garden,New York,NY,,Jimmy Buffett,,,1,True
318,2007-10-10,Izod Center,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
319,2007-10-17,Madison Square Garden,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
32,1996-12-15,Izod Center,East Rutherford,NJ,,Rush,,,1,True
320,2007-10-18,Madison Square Garden,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
321,2007-10-30,Prudential Center,Newark,NJ,,Bon Jovi,,,1,True
322,2007-11-02,Hammerstein Ballroom,New York,NY,,John Fogerty,,,1,True
323,2007-11-09,Chelsea Piers,New York,NY,,Bruce Springsteen,,,1,True
324,2007-11-13,Madison Square Garden,New York,NY,,Van Halen,,,1,True
325,2007-11-15,MVP Arena,Albany,NY,,Bruce Springsteen & the E Street Band,,,1,False
326,2007-11-17,Madison Square Garden,New York,NY,,Stevie Wonder,,,1,True
327,2007-12-01,Great South Bay Music Festival,Oakdale,NY,,Jethro Tull,,,1,True
328,2007-12-02,Ridgefield Playhouse,Ridgefield,CT,Multi-Artist Show,,,Sha Na Na; Retrotones,2,False
329,2008-01-08,Gibson Guitar Tent (Vegas),Las Vegas,NV,,Peter Frampton,,,1,False
33,1996-12-29,Nassau Coliseum,Uniondale,NY,,KISS,,,1,True
330,2008-01-31,BB King Blues Club,New York,NY,,Eddie Money,,,1,False
331,2008-02-28,Madison Square Garden,New York,NY,Multi-Artist Show,,,Eric Clapton; Steve Winwood,2,True
332,2008-03-10,Nassau Coliseum,Uniondale,NY,,Bruce Springsteen & the E Street Band,,,1,False
333,2008-04-03,Beacon Theatre,New York,NY,,Ratdog,,,1,True
334,2008-04-06,Great South Bay Music Festival,Oakdale,NY,,Jackson Browne,,,1,False
335,2008-04-09,Radio City Music Hall,New York,NY,,Elton John,,,1,True
336,2008-04-25,State Farm Arena,Atlanta,GA,,Bruce Springsteen & the E Street Band,,,1,False
337,2008-05-23,Mohegan Sun Arena,Uncasville,CT,,Billy Joel,,,1,True
338,2008-05-30,Madison Square Garden,New York,NY,,The Eagles,,,1,True
339,2008-05-31,PNC Bank Arts Center,Holmdel,NJ,,Stone Temple Pilots,,,1,True
34,1997-03-12,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
340,2008-06-05,Jones Beach Theater,Wantagh,NY,,Eric Clapton,,,1,True
341,2008-06-10,The Theater at Madison Square Garden,New York,NY,Multi-Artist Show,,,Robert Plant; Alison Krauss,2,True
342,2008-06-12,Madison Square Garden,New York,NY,,Jimmy Buffett,,,1,True
343,2008-06-17,Madison Square Garden,New York,NY,,Tom Petty & the Heartbreakers,Steve Winwood,,2,True
344,2018-06-18,Prudential Center,Newark,NJ,,Tom Petty & the Heartbreakers,Steve Winwood,,2,False
345,2008-06-25,Madison Square Garden,New York,NY,,Pearl Jam,,,1,True
346,2008-07-03,Ives Concert Park,Danbury,CT,,The Beach Boys,,,1,True
347,2008-07-11,Jones Beach Theater,Wantagh,NY,,Steve Miller Band,Joe Cocker,,2,True
348,2008-07-14,Madison Square Garden,New York,NY,,Bon Jovi,,,1,True
349,2008-07-16,Shea Stadium,Queens,NY,,Billy Joel,,,1,True
35,1997-04-12,Paramount Theater at MSG,New York,NY,,John Mellencamp,,,1,True
350,2008-07-18,Shea Stadium,Queens,NY,,Billy Joel,,,1,True
351,2008-07-27,Giants Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
352,2008-07-28,Giants Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
353,2008-07-31,Giants Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
354,2008-07-03,PNC Bank Arts Center,Holmdel,NJ,,The Police,Elvis Costello,,2,False
355,2008-08-07,Rockin River Cruise,New York,NY,,John Hiatt,,,1,False
356,2008-08-12,Madison Square Garden,New York,NY,,Neil Diamond,,,1,True
357,2008-08-25,NYCB Theatre at Westbury,Westbury,NY,Multi-Artist Show,,,Huey Lewis; the News,2,True
358,2008-08-27,Jones Beach Theater,Wantagh,NY,,Jimmy Buffett,,,1,True
359,2008-10-16,SUNY Purchase,Purchase,NY,Multi-Artist Show,,,Crosby; Nash,2,True
36,1997-04-25,Paramount Hudson Valley Theater,Peekskill,NY,,Ray Davies,,,1,False
360,2008-11-07,Chelsea Piers,New York,NY,,Bon Jovi,,,1,False
361,2008-11-08,Queens College,Queens,NY,,Fab Faux,,,1,False
362,2008-11-13,Madison Square Garden,New York,NY,,ACDC,,,1,True
363,2008-11-15,Mohegan Sun Arena,Uncasville,CT,,Elton John,,,1,True
364,2008-11-24,Carnegie Hall,New York,NY,,Family Guy Sings Live at Carnegie Hall (Seth MacFarlane),,,1,False
365,2008-12-04,NYCB Theatre at Westbury,Westbury,NY,,Tony Bennett,,,1,False
366,2008-12-16,Madison Square Garden,New York,NY,,Neil Young,Wilco & Everest,,2,True
367,2008-12-18,Ridgefield Playhouse,Ridgefield,CT,,Rockapella,Retrotones,,2,False
368,2009-01-14,The Town Hall,New York,NY,,Bon Jovi (Hillary Benefit),,,1,False
369,2009-01-25,Madison Square Garden,New York,NY,,The Killers,,,1,True
37,1997-05-31,Giants Stadium,East Rutherford,NJ,,U2,,,1,True
370,2009-02-08,Morristown Theater,Morristown,NJ,Multi-Artist Show,,,John Hiatt; Lyle Lovett,2,True
371,2009-03-09,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
372,2009-03-24,Convention Hall,Asbury Park,NJ,,Bruce Springsteen & the E Street Band,,,1,False
373,2009-04-14,Madison Square Garden,New York,NY,,Dave Matthews Band,,,1,True
374,2009-04-15,Radio City Music Hall,New York,NY,,Flight of the Conchords,,,1,True
375,2009-04-17,Irvington Theater,Irvington,NY,,Roger McGuinn,,,1,False
376,2009-04-24,XL Center,Hartford,CT,,Bruce Springsteen & the E Street Band,,,1,False
377,2009-04-25,Madison Square Garden,New York,NY,,The Dead,,,1,True
378,2009-04-28,Izod Center,East Rutherford,NJ,,The Dead,,,1,True
379,2009-05-04,Nassau Coliseum,Uniondale,NY,,Bruce Springsteen & the E Street Band,,,1,False
38,1997-06-03,Hammerstein,New York,NY,,John Fogerty,Fairfield Four,,2,True
380,2009-05-17,Ridgefield Playhouse,Ridgefield,CT,Multi-Artist Show,,,Dickey Betts; Great Southern,2,True
381,2009-05-21,Izod Center,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
382,2009-05-23,Izod Center,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
383,2009-06-10,Izod Center,East Rutherford,NJ,Multi-Artist Show,,,Eric Clapton; Steve Winwood,2,True
384,2009-06-11,Madison Square Garden,New York,NY,,Fleetwood Mac,,,1,True
385,2009-07-17,Citi Field,Queens,NY,,Paul McCartney,,,1,True
386,2009-07-18,Gillette Stadium,Foxborough,MA,Multi-Artist Show,,,Billy Joel; Elton John,2,True
387,2009-08-01,Citizens Bank Park,Philadelphia,PA,Multi-Artist Show,,,Billy Joel; Elton John,2,True
388,2009-08-15,Jones Beach Theater,Wantagh,NY,,Creed,,,1,True
389,2009-08-19,The Meadowlands,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
39,1997-06-07,Jones Beach Theater,Wantagh,NY,,"Ringo Starr & His All-Starr Band (Kirke, Jack Bruce, Gary Brooker, Frampton, Rivera)",,,1,True
390,2009-08-21,Towne Crier,Beacon,NY,,Richie Havens,,,1,False
391,2014-08-26,Jones Beach Theater,Wantagh,NY,,Jimmy Buffett,,,1,False
392,2009-09-14,Nassau Coliseum,Uniondale,NY,,Kings of Leon,,,1,True
393,2009-09-23,Giants Stadium,East Rutherford,NJ,,U2,,,1,True
394,2009-09-24,Giants Stadium,East Rutherford,NJ,,U2,,,1,True
395,2009-09-30,Giants Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
396,2009-10-02,Giants Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
397,2009-10-03,Giants Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
398,2009-10-08,Madison Square Garden,New York,NY,,Keith Urban with Sugarland,,,1,False
399,2009-10-09,Giants Stadium,East Rutherford,NJ,,Bruce Springsteen & the E Street Band,,,1,False
4,1994-06-20,Nassau Coliseum,Uniondale,NY,,Whitney Houston,,,1,False
40,1997-06-25,Jones Beach Theater,Wantagh,NY,,Rush,,,1,True
400,2009-10-10,Madison Square Garden,New York,NY,,KISS,,,1,False
401,2009-10-15,Terminal 5,New York,NY,Multi-Artist Show,,,Gaslight Anthem; Jesse Malin,2,False
402,2009-10-21,Madison Square Garden,New York,NY,Multi-Artist Show,,,Brad Paisley; Dierks Bentley,2,False
403,2009-10-29,Madison Square Garden,New York,NY,Multi-Artist Show,,,Rock & Roll Hall of Fame 25th: Bruce Springsteen; Stevie Wonder; Paul Simon; Simon & Garfunkel; CSN; Jackson Browne; Bonnie Raitt; John Fogerty; James Taylor; Sam Moore; Darlene Love; Billy Joel,12,False
404,2009-11-04,Beacon Theatre,New York,NY,,Lyle Lovett,,,1,False
405,2009-11-07,Madison Square Garden,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
406,2009-11-08,Madison Square Garden,New York,NY,,Bruce Springsteen & the E Street Band,,,1,False
407,2009-11-11,NYCB Theatre at Westbury,Westbury,NY,,Steve Miller Band,,,1,False
408,2009-11-13,Chelsea Piers,New York,NY,,Paul Simon,,,1,False
409,2009-11-24,Beacon Theatre,New York,NY,,John Fogerty,,,1,True
41,1997-06-26,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,Lynyrd Skynyrd; Paul Rodgers,2,False
410,2010-01-16,Paramount Theatre,Asbury Park,NJ,Multi-Artist Show,,,Bruce Springsteen: Light of Day with Jesse Malin; Willie Nile; Joe Grushecky & Joe D'Urso,3,False
411,2010-02-19,Madison Square Garden,New York,NY,Multi-Artist Show,,,Eric Clapton; Jeff Beck,2,True
412,2010-02-26,Madison Square Garden,New York,NY,,John Mayer,,,1,True
413,2010-03-04,Bowery Electric,New York,NY,,Jesse Malin,,,1,False
414,2010-03-07,Tarrytown Music Hall,Tarrytown,NY,,John Hiatt,,,1,False
415,2010-03-12,United Palace Theatre,New York,NY,,Allman Brothers Band,,,1,True
416,2010-04-09,NYCB Theatre at Westbury,Westbury,NY,Multi-Artist Show,,,Emerson; Lake,2,True
417,2010-04-11,Ridgefield Playhouse,Ridgefield,CT,,Todd Rundgren,,,1,True
418,2010-04-25,Tarrytown Music Hall,Tarrytown,NY,Multi-Artist Show,,,Roger McGuinn; John Sebastian,2,False
419,2010-05-03,Radio City Music Hall,New York,NY,,Peter Gabriel,,,1,True
42,1997-06-28,Thunder Ridge Ski Area,Patterson,NY,Multi-Artist Show,,,"Crosby, Stills; Nash",2,True
420,2010-05-14,NYCB Theatre at Westbury,Westbury,NY,,Kenny Loggins,,,1,True
421,2010-05-21,Madison Square Garden,New York,NY,,Pearl Jam,,,1,True
422,2010-05-29,MetLife Stadium,East Rutherford,NJ,,Bon Jovi,,,1,True
423,2010-06-02,NYCB Theatre at Westbury,Westbury,NY,,Black Crowes,,,1,True
424,2010-06-15,Irving Plaza,New York,NY,,Gaslight Anthem,,,1,True
425,2010-06-16,Madison Square Garden,New York,NY,Multi-Artist Show,,,James Taylor; Carole King,2,True
426,2010-06-23,Roseland,New York,NY,,Phil Collins,,,1,True
427,2010-06-24,NYCB Theatre at Westbury,Westbury,NY,,Weird Al,,,1,True
428,2010-06-30,NYCB Theatre at Westbury,Westbury,NY,,Ringo Starr,,,1,True
429,2010-07-07,Madison Square Garden,New York,NY,,Lady Gaga,,,1,True
43,1997-07-09,Jones Beach Theater,Wantagh,NY,,Boston,,,1,True
430,2010-07-09,MetLife Stadium,East Rutherford,NJ,,Bon Jovi,,,1,True
431,2010-07-10,Pleasantville Park,Pleasantville,NY,,Jakob Dylan,,,1,False
432,2010-07-13,Metropolitan Opera House,New York,NY,,Sting with Philharmonic,,,1,False
433,2010-07-15,NYCB Theatre at Westbury,Westbury,NY,Multi-Artist Show,,,Huey Lewis; the News,2,False
434,2010-07-16,Citi Field,Queens,NY,,Dave Matthews Band with Zach Brown Band,,,1,False
435,2010-07-25,Neil Simon Theatre,New York,NY,,Harry Connick Jr.,,,1,False
436,2010-07-28,Madison Square Garden,New York,NY,,Tom Petty and the Heartbreakers with Buddy Guy,,,1,False
437,2010-08-13,Towne Crier Cafe,Beacon,NY,,Christopher Robin Band,,,1,False
438,2010-07-28,The Meadowlands,East Rutherford,NJ,,Tom Petty and the Heartbreakers with Crosby Stills and Nash,,,1,False
439,2010-08-14,Jones Beach Theater,Wantagh,NY,,KISS,,,1,True
44,1997-07-10,Thunder Ridge Ski Area,Patterson,NY,Multi-Artist Show,,,Santana; Rusted root,2,True
440,2010-08-20,Jones Beach Theater,Wantagh,NY,,"Crosby, Stills and Nash",,,1,True
441,2010-08-24,Izod Center,East Rutherford,NJ,,Tom Petty and the Heartbreakers with My Morning Jacket,,,1,False
442,2010-08-31,Jones Beach Theater,Wantagh,NY,,Jimmy Buffett,,,1,True
443,2010-09-05,Great South Bay Music Festival,Oakdale,NY,Multi-Artist Show,,,Keith Urban; Kris Allen,2,False
444,2010-09-13,The Meadowlands,East Rutherford,NJ,,Slash (4 Songs),,,1,False
445,2010-09-14,Beacon Theatre,New York,NY,,Jackson Browne,David Lindley,,2,True
446,2010-09-26,Radio City Music Hall,New York,NY,,Sheryl Crow,,,1,False
447,2010-09-30,Radio City Music Hall,New York,NY,,Gaslight Anthem,,,1,True
448,2010-10-09,Bowery Electric,New York,NY,,Jesse Malin,,,1,False
449,2010-10-13,Nassau Coliseum,Uniondale,NY,,Roger Waters,,,1,True
45,1997-07-13,Jones Beach Theater,Wantagh,NY,Multi-Artist Show,,,ZZ Top; Kansas,2,True
450,2010-10-19,Paramount Hudson Valley Theater,Peekskill,NY,,Ian Anderson,,,1,False
451,2010-10-20,Beacon Theatre,New York,NY,Multi-Artist Show,,,T-Bone Burnett's Speaking Clock Revue: Elton John & Leon Russell; John Mellencamp; Jeff Bridges; Elvis Costello; Punch Brothers; Secret Sisters; Gregg Allman,7,False
452,2010-10-25,Neil Simon Theatre,New York,NY,,RAIN - Tribute to the Beatles,,,1,False
453,2010-11-11,Chelsea Piers,New York,NY,,Garth Brooks,,,1,False
454,2010-11-12,Stamford Center for the Arts,Stamford,CT,,Joe Bonamassa,,,1,True
455,2010-11-13,Madison Square Garden,New York,NY,,Dave Matthews Band,,,1,True
456,2010-11-15,Terminal 5,New York,NY,Multi-Artist Show,,,Mumford & Sons,1,True
457,2010-11-16,Madison Square Garden,New York,NY,,Kings of Leon,,,1,True
458,2010-11-19,NYCB Theatre at Westbury,Westbury,NY,,The Doobie Brothers,,,1,False
459,2010-11-20,Madison Square Garden,New York,NY,,Further,,,1,False
46,1997-07-19,Great South Bay Music Festival,Oakdale,NY,,John Fogerty,Fairfield Four,,2,True
460,2010-11-28,Madison Square Garden,New York,NY,,Michael Buble,,,1,False
461,2010-12-02,Hammerstein,New York,NY,,Brandon Flowers,,,1,True
462,2010-12-18,Madison Square Garden,New York,NY,,Prince,,,1,True
463,2011-01-15,Paramount Theatre,Asbury Park,NJ,,Bruce Springsteen: Light of Day 11,,,1,False
464,2011-01-28,Ridgefield Playhouse,Ridgefield,CT,Multi-Artist Show,,,Dickey Betts; Great Southern,2,True
465,2011-02-18,Radio City Music Hall,New York,NY,,John Mellencamp,,,1,True
466,2011-02-19,City Winery,New York,NY,,Jesse Malin,,,1,True
467,2011-02-24,Madison Square Garden,New York,NY,,Bon Jovi,,,1,True
468,2011-03-16,Madison Square Garden,New York,NY,Multi-Artist Show,,,Elton John; Leon Russell,2,False
469,2011-03-18,Beacon Theatre,New York,NY,,Allman Brothers Band,,,1,True
47,1997-07-31,Jones Beach Theater,Wantagh,NY,,Steve Miller Band,Eric Johnson,,2,False
470,2011-03-20,Madison Square Garden,New York,NY,Multi-Artist Show,,,Elton John; Leon Russell,2,False
471,2011-03-24,Ridgefield Playhouse,Ridgefield,CT,,Peter Wolf,,,1,True
472,2011-03-25,NYCB Theatre at Westbury,Westbury,NY,,Joe Bonamassa,,,1,False
473,2011-03-26,Madison Square Garden,New York,NY,Multi-Artist Show,,,Rod Stewart; Stevie Nicks,2,True
